loss_pol_entpen,EpLenMean,loss_pol_surr,loss_ent,ev_tdlam_before,EpRewMean,loss_kl,EpisodesSoFar,EpThisIter,TimestepsSoFar,TimeElapsed,loss_vf_loss
0.0,159.66,-0.077005304,-1.9724522,0.6244351267814636,10.49,0.20014164,12901,25,1859584,3106.323030233383,131.96008
0.0,151.33,-0.07092084,-1.9759065,0.7184139788150787,11.74,0.2054253,12931,30,1863680,3113.2122259140015,144.00853
0.0,149.92,-0.07435522,-1.9691542,0.7073918581008911,-5.46,0.24278998,12958,27,1867776,3120.376263141632,130.97054
0.0,148.23,-0.06802493,-1.9978179,0.6368932723999023,-10.18,0.21456517,12985,27,1871872,3127.2981395721436,159.0399
0.0,148.93,-0.064656466,-2.0190737,0.6653792858123779,-3.76,0.26444256,13010,25,1875968,3134.0512375831604,161.39984
0.0,156.96,-0.07014908,-2.007059,0.7351309359073639,-8.46,0.23775345,13036,26,1880064,3140.794115781784,115.671135
0.0,158.3,-0.0731623,-2.0034423,0.6174456179141998,3.54,0.22861326,13062,26,1884160,3147.61541724205,142.37474
0.0,164.17,-0.0713097,-2.012093,0.5971133410930634,12.69,0.21826497,13085,23,1888256,3154.441828250885,159.80463
0.0,164.55,-0.06518127,-2.033087,0.6359445154666901,9.06,0.2805153,13108,23,1892352,3161.3495213985443,120.07872
0.0,170.0,-0.071523786,-2.0114522,0.4573777914047241,0.53,0.22506459,13133,25,1896448,3168.052434682846,164.41008
0.0,155.18,-0.06689496,-1.9906602,0.6890442669391632,2.24,0.19334759,13167,34,1900544,3174.614301919937,141.59807
0.0,158.12,0.054795425,-1.9573283,0.6770034730434418,-2.96,2.201538,13190,23,1904640,3181.6992127895355,141.5373
0.0,155.32,-0.07582816,-1.9738156,0.7269829511642456,-2.54,0.14092894,13214,24,1908736,3188.2067127227783,122.692726
0.0,160.21,-0.06935532,-1.9703671,0.6140857636928558,4.63,0.14734542,13238,24,1912832,3195.1406457424164,121.15146
0.0,163.05,-0.075487405,-1.9878979,0.6121808588504791,9.17,0.18936546,13267,29,1916928,3201.713867664337,136.53888
0.0,153.65,-0.07961392,-2.0166478,0.7381550371646881,19.39,0.20228568,13295,28,1921024,3208.4455785751343,122.86458
0.0,152.87,-0.07418333,-2.0265958,0.7294234335422516,24.44,0.22656588,13320,25,1925120,3215.274295568466,159.80785
0.0,154.19,-0.063185714,-2.0106883,0.5308688282966614,19.61,0.22352993,13345,25,1929216,3222.076606988907,155.8571
0.0,159.41,-0.05673003,-1.9829183,0.7436358630657196,15.55,0.4686245,13368,23,1933312,3228.9028186798096,129.53249
0.0,164.69,-0.070341,-1.9855132,0.6277478635311127,18.09,0.17463472,13392,24,1937408,3235.7979147434235,143.9123
0.0,162.4,-0.0716099,-1.9886795,0.7296175956726074,0.03,0.18070233,13421,29,1941504,3242.270476102829,146.58621
0.0,161.13,-0.073742926,-1.991179,0.7400675714015961,6.56,0.17441982,13447,26,1945600,3248.592507839203,131.05522
0.0,149.77,-0.07463266,-2.0020428,0.6622937321662903,12.53,0.18199638,13475,28,1949696,3255.033976793289,158.73497
0.0,144.97,-0.077514224,-2.018334,0.682204008102417,16.72,0.24563159,13504,29,1953792,3261.7336044311523,188.26392
0.0,152.06,-0.06787999,-1.9859371,0.728397011756897,16.47,0.23140308,13527,23,1957888,3268.4194519519806,134.64395
0.0,157.63,-0.06993301,-1.9539356,0.7353519201278687,9.54,0.24797381,13552,25,1961984,3275.0289120674133,153.68549
0.0,167.14,-0.061766725,-1.9068012,0.6826145052909851,1.41,0.2534813,13573,21,1966080,3281.9269545078278,125.448105
0.0,167.44,-0.07504357,-1.952805,0.7864952981472015,5.28,0.19065626,13601,28,1970176,3288.6943566799164,117.08377
0.0,168.75,-0.057507776,-1.9554296,0.6829871237277985,7.8,0.29134884,13625,24,1974272,3295.550405025482,149.87036
0.0,171.22,-0.0692859,-1.950355,0.7070953249931335,6.3,0.20174488,13648,23,1978368,3302.5580451488495,131.758
0.0,172.76,-0.07647563,-1.9484234,0.6383962631225586,13.65,0.20640108,13668,20,1982464,3309.377328634262,152.44507
0.0,180.52,-0.076096795,-1.9893783,0.7004545629024506,6.32,0.19996874,13691,23,1986560,3316.187603712082,136.57225
0.0,180.05,-0.07396697,-2.0100722,0.6897790431976318,3.7,0.19981362,13714,23,1990656,3322.914255619049,123.89645
0.0,176.01,-0.06177624,-2.0402987,0.5931523144245148,7.54,0.23874779,13738,24,1994752,3329.723963737488,147.36818
0.0,184.87,-0.061316315,-2.0637596,0.5727614462375641,6.35,0.37296957,13757,19,1998848,3336.74147439003,138.95815
0.0,183.26,-0.07591397,-2.0608218,0.6700668632984161,11.75,0.21691994,13782,25,2002944,3364.2127850055695,125.719955
0.0,179.39,-0.06829181,-2.0770247,0.664986789226532,11.46,0.20078248,13808,26,2007040,3370.926744699478,156.09023
0.0,176.77,-0.07209705,-2.0786135,0.6305708289146423,1.31,0.2280088,13830,22,2011136,3377.78315782547,152.69077
0.0,171.75,-0.053005774,-2.0780947,0.5457046926021576,10.5,0.35035893,13851,21,2015232,3384.7161860466003,114.96102
0.0,171.13,-0.07761727,-2.0837727,0.7915580123662949,-0.39,0.20832251,13876,25,2019328,3391.454630613327,106.84445
0.0,175.31,-0.06320114,-2.080984,0.6264535486698151,-2.67,0.27893785,13897,21,2023424,3398.1213555336,136.00551
0.0,177.34,-0.06880431,-2.1039038,0.6964495480060577,4.58,0.21054636,13923,26,2027520,3404.645735502243,114.74097
0.0,179.15,-0.06310724,-2.094221,0.4986115097999573,14.91,0.3095799,13945,22,2031616,3411.1200981140137,159.54918
0.0,180.35,-0.0036399323,-2.0492234,0.587048351764679,20.78,1.71795,13967,22,2035712,3417.860947370529,147.11546
0.0,176.23,-0.07395513,-2.0644462,0.6784088611602783,6.96,0.18109332,13991,24,2039808,3424.770170688629,121.942375
0.0,177.15,-0.065844774,-2.04693,0.5929614305496216,6.94,0.2255613,14014,23,2043904,3431.730702638626,127.86098
0.0,172.47,-0.07395817,-2.085884,0.685216873884201,8.15,0.2072208,14041,27,2048000,3438.601997613907,129.47606
0.0,165.25,-0.071644284,-2.0895083,0.5780842006206512,-11.06,0.18102498,14067,26,2052096,3445.344209432602,135.839
0.0,165.73,-0.063939095,-2.051849,0.7459011375904083,-1.17,0.29407784,14090,23,2056192,3451.970043897629,90.96455
0.0,163.21,-0.07747782,-2.0784626,0.7383095324039459,9.53,0.18649882,14115,25,2060288,3458.5142657756805,113.96041
0.0,174.7,-0.07093892,-2.0796971,0.7181578874588013,0.69,0.20662032,14135,20,2064384,3465.0741896629333,115.551346
0.0,163.9,-0.071691394,-2.060691,0.7232801914215088,9.67,0.18980601,14166,31,2068480,3471.665369987488,119.58637
0.0,158.37,-0.05602089,-2.0371852,0.7098811566829681,10.1,0.38935274,14193,27,2072576,3478.4953215122223,115.84328
0.0,149.23,-0.06862433,-2.0506594,0.7485611140727997,0.73,0.21663097,14223,30,2076672,3485.1428089141846,173.97298
0.0,152.65,-0.072306864,-2.066191,0.6520047187805176,2.45,0.18785307,14246,23,2080768,3491.8508009910583,179.72995
0.0,153.21,-0.07075183,-2.0538235,0.7537261992692947,7.13,0.22362275,14273,27,2084864,3498.4768421649933,119.74453
0.0,157.82,-0.06680824,-2.021538,0.6307856142520905,8.52,0.21594428,14297,24,2088960,3505.1784706115723,162.6102
0.0,163.78,-0.065620944,-2.042557,0.6813095510005951,11.45,0.22594921,14323,26,2093056,3511.853118658066,171.06192
0.0,152.6,-0.06318375,-2.0261683,0.7737554609775543,5.21,0.22644925,14353,30,2097152,3518.462640285492,143.77284
0.0,152.44,-0.06922311,-2.0339434,0.7396415174007416,10.92,0.23329623,14379,26,2101248,3525.109180688858,147.9794
0.0,157.28,-0.06791362,-2.020538,0.6397489011287689,-2.54,0.1933163,14401,22,2105344,3531.792096376419,129.78386
0.0,160.49,-0.07422752,-2.0386815,0.619086354970932,-9.31,0.24643055,14424,23,2109440,3538.740271806717,148.79776
0.0,166.76,-0.0741883,-2.0665736,0.7674026787281036,-4.28,0.26678923,14450,26,2113536,3545.657721757889,130.89963
0.0,163.79,-0.07036185,-2.1030512,0.5680429637432098,-18.52,0.22740795,14479,29,2117632,3552.230268716812,164.44653
0.0,158.34,-0.05876576,-2.0964208,0.693999856710434,-6.32,0.23699623,14503,24,2121728,3558.9642810821533,134.08278
0.0,160.47,-0.062304035,-2.0660634,0.6717142760753632,5.64,0.33095086,14525,22,2125824,3565.673195838928,131.3923
0.0,161.39,-0.070077725,-2.094141,0.5886651575565338,2.63,0.19401552,14552,27,2129920,3572.3395545482635,128.52829
0.0,166.21,-0.070623845,-2.0828612,0.6014835834503174,13.32,0.2176,14577,25,2134016,3579.016011953354,145.09497
0.0,170.06,0.025810333,-2.0474088,0.658424973487854,15.94,1.691629,14600,23,2138112,3585.740094900131,138.76167
0.0,176.95,-0.065994374,-2.0599139,0.6657979786396027,16.44,0.2542379,14617,17,2142208,3592.676454782486,121.20223
0.0,173.25,-0.07004197,-2.0624,0.6404903829097748,15.88,0.12672362,14646,29,2146304,3599.462806224823,122.7467
0.0,170.94,-0.073521875,-2.0814822,0.6698334217071533,19.46,0.17712371,14671,25,2150400,3606.3309137821198,133.47383
0.0,155.19,-0.07920915,-2.0898893,0.7290716171264648,19.98,0.1995849,14704,33,2154496,3613.0411927700043,139.53049
0.0,143.84,-0.07430875,-2.112656,0.5515347421169281,19.53,0.17204273,14730,26,2158592,3619.709381341934,145.1073
0.0,148.76,-0.068611786,-2.1285024,0.6512319147586823,27.26,0.27209267,14756,26,2162688,3626.5280001163483,179.28564
0.0,150.44,-0.07473432,-2.1322865,0.6429474949836731,14.97,0.17456861,14779,23,2166784,3633.328758955002,161.26555
0.0,164.16,-0.06825214,-2.1560514,0.7035303711891174,10.13,0.24923818,14804,25,2170880,3639.927670240402,159.72443
0.0,168.71,-0.07317361,-2.1745317,0.7558221518993378,3.47,0.23761809,14828,24,2174976,3646.5699276924133,135.17958
0.0,174.59,-0.070500515,-2.1946394,0.6937648355960846,10.71,0.21753128,14851,23,2179072,3653.2958993911743,140.3289
0.0,164.97,-0.073462136,-2.199022,0.753873810172081,16.93,0.23226722,14879,28,2183168,3660.224191904068,130.21948
0.0,168.99,-0.052590054,-2.156218,0.6889700591564178,16.54,0.394479,14901,22,2187264,3667.14772772789,126.509026
0.0,170.73,-0.06347209,-2.1444716,0.6869812607765198,14.17,0.23277725,14923,22,2191360,3673.9403867721558,139.19344
0.0,168.02,-0.07236047,-2.1292403,0.770846962928772,8.67,0.19996253,14949,26,2195456,3680.5844979286194,134.87662
0.0,170.24,-0.07043663,-2.1653497,0.7999405711889267,13.29,0.18859455,14973,24,2199552,3687.2741816043854,113.91986
0.0,168.73,-0.059964545,-2.1567552,0.6189653873443604,17.89,0.34980574,14997,24,2203648,3694.019623041153,145.17294
0.0,175.62,-0.07157639,-2.1507776,0.6134967505931854,12.93,0.19499268,15015,18,2207744,3700.749722957611,119.98542
0.0,174.3,-0.041609634,-2.1303182,0.746564656496048,14.37,0.5700264,15043,28,2211840,3707.4908998012543,154.75273
0.0,176.59,-0.06975177,-2.1247103,0.7424268424510956,4.33,0.22551799,15067,24,2215936,3714.2335386276245,141.13358
0.0,182.84,-0.073307246,-2.1297233,0.7545011192560196,-0.52,0.21221703,15087,20,2220032,3721.1171956062317,109.37047
0.0,171.12,-0.077601776,-2.1376512,0.7424879670143127,6.7,0.1870946,15113,26,2224128,3727.816122531891,126.43602
0.0,167.6,-0.06510146,-2.145018,0.7457943558692932,-5.04,0.19614688,15140,27,2228224,3734.5118491649628,131.34904
0.0,166.04,-0.06765048,-2.140581,0.6619713604450226,-11.91,0.20465721,15165,25,2232320,3741.163122653961,136.18655
0.0,165.53,-0.05390968,-2.1292112,0.6908496022224426,-23.43,0.43056673,15185,20,2236416,3748.091347694397,138.28185
0.0,170.06,-0.07839034,-2.1262457,0.732411652803421,-27.63,0.21350755,15207,22,2240512,3754.865977048874,103.37371
0.0,181.81,-0.07556826,-2.1486645,0.6609750986099243,-19.66,0.20551743,15227,20,2244608,3761.5226604938507,129.15398
0.0,190.07,-0.07134238,-2.1613326,0.6309041976928711,-22.46,0.18952729,15247,20,2248704,3768.128689289093,106.58999
0.0,192.12,-0.076243155,-2.1700692,0.6375135779380798,-8.04,0.24537142,15270,23,2252800,3796.016006708145,139.06552
0.0,189.33,-0.0681499,-2.1608129,0.7483515739440918,0.35,0.3674518,15294,24,2256896,3802.577750682831,107.94294
0.0,185.05,-0.07060394,-2.1397243,0.6712954938411713,6.72,0.2076533,15317,23,2260992,3809.1037950515747,133.07062
0.0,166.88,-0.06839107,-2.1719987,0.6835775673389435,10.29,0.21634413,15345,28,2265088,3815.582130432129,145.93208
0.0,162.48,-0.06555166,-2.1662362,0.7130063474178314,12.37,0.26513773,15371,26,2269184,3822.201948404312,161.9579
0.0,164.0,-0.06583621,-2.140557,0.661090612411499,18.58,0.22279768,15394,23,2273280,3828.898866176605,112.92472
0.0,158.93,-0.03219884,-2.1023862,0.7905161082744598,-3.05,0.66749233,15419,25,2277376,3835.597716808319,118.62695
0.0,164.28,-0.07413691,-2.0926824,0.6806842088699341,6.99,0.17848282,15444,25,2281472,3842.4214704036713,149.71783
0.0,168.79,-0.073955104,-2.09327,0.6548696756362915,4.18,0.18173788,15464,20,2285568,3849.374414920807,154.32402
0.0,169.55,-0.06509547,-2.0647886,0.6699572801589966,-6.27,0.18653469,15490,26,2289664,3856.0190267562866,158.58275
0.0,177.6,-0.07420276,-2.0457168,0.6728587746620178,10.89,0.21580593,15514,24,2293760,3862.340641260147,147.43147
0.0,178.46,-0.066893436,-2.056992,0.6905798017978668,21.02,0.24359667,15535,21,2297856,3868.800874710083,129.01767
0.0,166.96,-0.06578002,-2.0458753,0.5139428377151489,19.82,0.2822311,15563,28,2301952,3875.180351257324,151.54242
0.0,168.03,-0.07105204,-2.024605,0.7177754640579224,29.39,0.21453439,15585,22,2306048,3881.8029487133026,135.4054
0.0,181.3,-0.07549439,-2.0343783,0.6764150261878967,23.62,0.29109487,15605,20,2310144,3888.4408824443817,123.12343
0.0,181.26,-0.07268672,-2.0448606,0.6928219497203827,10.52,0.19404654,15628,23,2314240,3894.9586095809937,108.45081
0.0,178.97,-0.0582975,-2.013107,0.6685774326324463,-3.3,0.32589805,15652,24,2318336,3901.661214351654,124.384575
0.0,190.57,-0.0692544,-2.029037,0.6337596774101257,-13.57,0.22700226,15673,21,2322432,3908.2993977069855,159.09615
0.0,175.47,-0.06014824,-2.0673287,0.5849561393260956,-11.72,0.24298798,15700,27,2326528,3914.89061999321,134.94287
0.0,178.95,-0.074024975,-2.0948265,0.7570992857217789,-6.01,0.20345984,15719,19,2330624,3921.698610305786,102.16199
0.0,175.41,-0.07086273,-2.1052856,0.6591478884220123,-8.5,0.19782646,15745,26,2334720,3928.3084733486176,129.3423
0.0,169.73,-0.07284739,-2.1150498,0.831123411655426,-6.85,0.19996653,15768,23,2338816,3935.0483553409576,97.87534
0.0,175.27,-0.0706425,-2.1106718,0.5812962055206299,-7.66,0.21782538,15790,22,2342912,3941.7838695049286,160.37334
0.0,173.15,-0.0680633,-2.0911088,0.6900874376296997,-5.81,0.26924527,15815,25,2347008,3948.415854692459,124.26527
0.0,162.67,-0.07050033,-2.0976882,0.6487247347831726,12.01,0.18204613,15846,31,2351104,3954.961024045944,189.61919
0.0,161.87,-0.067209594,-2.1070611,0.740864634513855,15.53,0.2532891,15869,23,2355200,3961.5910913944244,131.91574
0.0,156.95,-0.06606732,-2.112589,0.6862993240356445,9.03,0.22636594,15894,25,2359296,3968.2699222564697,159.26904
0.0,158.61,-0.07444179,-2.1061025,0.6496072113513947,0.35,0.19292198,15918,24,2363392,3974.860798597336,161.75111
0.0,171.8,-0.06781045,-2.1075368,0.6219561100006104,-5.06,0.2334168,15940,22,2367488,3981.542031288147,133.13211
0.0,173.99,-0.06575845,-2.103239,0.7334818542003632,-10.86,0.24844854,15963,23,2371584,3988.1863508224487,130.42757
0.0,181.3,-0.07716825,-2.1082516,0.7548873573541641,3.49,0.2171544,15983,20,2375680,3994.922204732895,117.29145
0.0,181.37,-0.079347126,-2.1337428,0.7188223600387573,1.11,0.17626242,16007,24,2379776,4001.4968252182007,138.35704
0.0,180.85,-0.06358881,-2.1251278,0.7402627170085907,4.75,0.29502356,16031,24,2383872,4007.9661643505096,155.92027
0.0,165.14,-0.0791824,-2.1100461,0.8096516579389572,7.41,0.19729145,16060,29,2387968,4014.4687802791595,132.2197
0.0,160.06,-0.066771984,-2.1141582,0.7716633826494217,8.93,0.31865096,16084,24,2392064,4021.33811545372,103.48805
0.0,168.88,-0.07072358,-2.1295455,0.6417579352855682,6.58,0.19619222,16104,20,2396160,4028.165224790573,152.50003
0.0,170.67,-0.07070693,-2.1470342,0.6122651994228363,6.11,0.20296279,16126,22,2400256,4034.8996725082397,139.89511
0.0,182.76,-0.07767503,-2.1783147,0.7854311317205429,1.91,0.210504,16149,23,2404352,4041.4019548892975,126.682976
0.0,183.57,-0.07448425,-2.1976388,0.6533081233501434,1.78,0.21151236,16171,22,2408448,4047.9738755226135,136.01178
0.0,181.76,-0.05978787,-2.195673,0.6609992682933807,-6.72,0.2149933,16194,23,2412544,4054.809975862503,144.77203
0.0,179.13,-0.07138505,-2.1634688,0.6755858063697815,-0.89,0.21555175,16219,25,2416640,4061.7053666114807,138.65335
0.0,190.58,-0.06989978,-2.147246,0.689021646976471,7.3,0.19875196,16235,16,2420736,4068.5683023929596,116.371376
0.0,191.19,-0.063633636,-2.158188,0.6947244107723236,4.92,0.19099091,16257,22,2424832,4075.350536108017,126.66034
0.0,178.88,-0.07266498,-2.1514742,0.6166186630725861,22.14,0.21389143,16284,27,2428928,4081.991243124008,143.69214
0.0,185.47,-0.07220294,-2.1680608,0.7030007839202881,19.08,0.1994078,16307,23,2433024,4088.567392349243,146.44443
0.0,171.0,-0.07151411,-2.1763833,0.7343810796737671,2.7,0.17693157,16332,25,2437120,4095.0629222393036,161.72395
0.0,159.91,-0.07169514,-2.1457148,0.7353811264038086,-0.08,0.21513565,16359,27,2441216,4101.606204509735,126.5386
0.0,171.1,-0.065961935,-2.1297846,0.6743730008602142,-12.81,0.20229718,16379,20,2445312,4108.378014326096,130.56999
0.0,165.8,-0.06525676,-2.127329,0.7157292664051056,-13.47,0.21819046,16406,27,2449408,4114.958827018738,117.845505
0.0,168.21,-0.06875452,-2.121256,0.7842120230197906,-3.1,0.21719556,16429,23,2453504,4121.5012946128845,123.63141
0.0,166.09,-0.07124443,-2.088846,0.7396636307239532,-6.01,0.2878707,16456,27,2457600,4127.972863912582,117.267334
0.0,161.58,-0.073390186,-2.1306455,0.7072796523571014,4.82,0.24587147,16480,24,2461696,4134.3528554439545,142.28232
0.0,170.34,-0.009356887,-2.1090295,0.6639002561569214,4.47,1.0112603,16501,21,2465792,4141.020043134689,139.05939
0.0,172.36,-0.065593824,-2.1108801,0.700410008430481,15.21,0.20491055,16522,21,2469888,4147.696872711182,103.82521
0.0,173.04,-0.06766634,-2.1401365,0.6767044365406036,20.99,0.19991161,16547,25,2473984,4154.02906370163,142.76503
0.0,169.83,-0.07028414,-2.122398,0.7439297437667847,24.28,0.23825306,16578,31,2478080,4160.424012422562,154.89886
0.0,167.25,-0.07481002,-2.1212535,0.5850613117218018,32.95,0.1913669,16599,21,2482176,4166.901796579361,156.61012
0.0,160.79,-0.054832105,-2.0826411,0.6929486393928528,27.52,0.3769341,16624,25,2486272,4173.431474685669,154.71898
0.0,162.43,-0.07175396,-2.1075134,0.5591514706611633,24.88,0.23301132,16648,24,2490368,4179.945974111557,164.72012
0.0,176.95,-0.07490195,-2.1140914,0.5852891504764557,19.62,0.15001412,16666,18,2494464,4186.6392567157745,134.96234
0.0,183.7,-0.07299436,-2.12208,0.6605767607688904,14.51,0.19874506,16688,22,2498560,4193.304596185684,162.33153
0.0,182.75,-0.07133125,-2.1555853,0.68814617395401,18.16,0.19038409,16713,25,2502656,4223.038733959198,134.5045
0.0,180.83,-0.07288686,-2.1638255,0.6838221549987793,18.55,0.22570911,16739,26,2506752,4229.625957489014,170.50003
0.0,170.3,-0.071955204,-2.16806,0.6786062121391296,33.65,0.23071128,16764,25,2510848,4236.216531276703,134.67516
0.0,174.54,-0.068553805,-2.160463,0.569073349237442,32.24,0.28420582,16783,19,2514944,4242.772775411606,148.34949
0.0,174.92,-0.06798481,-2.143372,0.6337396204471588,28.53,0.20330916,16802,19,2519040,4249.318166017532,149.44046
0.0,181.48,-0.06920695,-2.1568298,0.601583331823349,17.04,0.16227391,16827,25,2523136,4255.910503387451,129.13123
0.0,189.12,-0.07104404,-2.1699288,0.6506150662899017,5.35,0.27968785,16847,20,2527232,4262.626770496368,129.18549
0.0,204.18,-0.030854814,-2.1255703,0.5666119456291199,-4.35,0.7285603,16862,15,2531328,4269.315675020218,103.3474
0.0,199.47,-0.07547927,-2.1549127,0.7463090121746063,-9.76,0.17297949,16885,23,2535424,4275.9655973911285,112.63494
0.0,194.84,-0.07654351,-2.1978898,0.7149347960948944,-6.9,0.18902472,16907,22,2539520,4282.646862268448,123.40811
0.0,191.47,-0.06804401,-2.1944752,0.772112637758255,6.84,0.2853732,16932,25,2543616,4289.33936047554,112.391
0.0,185.07,-0.06973847,-2.2228103,0.6628724932670593,8.38,0.20062706,16954,22,2547712,4295.975397348404,136.11763
0.0,171.76,-0.05702528,-2.2149827,0.62778040766716,14.83,0.33276853,16982,28,2551808,4302.36115026474,171.99802
0.0,166.08,-0.066981494,-2.2298803,0.6766071021556854,10.59,0.2018298,17006,24,2555904,4308.817942142487,143.98389
0.0,168.47,-0.07033936,-2.242828,0.698906421661377,3.99,0.21972403,17029,23,2560000,4315.427376270294,139.706
0.0,163.75,-0.06539391,-2.240646,0.6026027798652649,13.36,0.23903045,17054,25,2564096,4321.997691631317,173.02534
0.0,169.97,-0.07218476,-2.251327,0.7191942036151886,19.54,0.20737737,17078,24,2568192,4328.671737194061,131.66064
0.0,171.43,-0.0736348,-2.2716691,0.662156492471695,28.9,0.22900257,17103,25,2572288,4335.397370100021,162.085
0.0,166.84,-0.06618256,-2.2854009,0.568373829126358,35.26,0.2256727,17127,24,2576384,4341.9986119270325,147.19424
0.0,167.34,-0.05848132,-2.31124,0.6536097526550293,26.56,0.26978928,17151,24,2580480,4348.559470653534,159.73094
0.0,174.74,-0.068832114,-2.3209226,0.6298303008079529,18.99,0.24505909,17170,19,2584576,4355.346047878265,132.21461
0.0,172.51,-0.06223931,-2.3475966,0.771857425570488,2.3,0.22832268,17196,26,2588672,4361.963644504547,130.52533
0.0,187.62,-0.06762735,-2.338155,0.7564113736152649,0.2,0.25836337,17216,20,2592768,4368.844965219498,146.70143
0.0,190.2,-0.06278403,-2.3522048,0.6883888244628906,0.64,0.29457507,17235,19,2596864,4375.673294305801,175.12105
0.0,192.47,-0.078502245,-2.382004,0.7031273543834686,-2.24,0.19379343,17257,22,2600960,4382.351014375687,141.832
0.0,183.7,-0.074268505,-2.386756,0.6918496191501617,-0.26,0.25205007,17283,26,2605056,4388.962107658386,119.86239
0.0,190.98,-0.074976504,-2.4089062,0.689176082611084,-0.47,0.2151379,17304,21,2609152,4395.263498306274,134.46518
0.0,184.58,-0.07211121,-2.39863,0.6196483373641968,-11.83,0.1981701,17326,22,2613248,4401.5806612968445,140.19835
0.0,174.14,-0.0508734,-2.3669875,0.7231747210025787,-9.78,0.5941018,17352,26,2617344,4407.886565685272,136.45573
0.0,179.59,-0.070360705,-2.351542,0.7116364240646362,-1.43,0.21356511,17371,19,2621440,4414.281663656235,126.71433
0.0,184.38,-0.063927874,-2.3596053,0.6681492328643799,-0.73,0.24008644,17393,22,2625536,4420.58179807663,135.3537
0.0,173.88,-0.07896127,-2.400672,0.7107715606689453,17.94,0.23698361,17419,26,2629632,4426.818309545517,152.88863
0.0,180.92,-0.07034967,-2.4087222,0.678194671869278,22.5,0.23175143,17441,22,2633728,4433.104745388031,165.31389
0.0,190.59,-0.07112394,-2.394052,0.77867691218853,17.62,0.23222388,17460,19,2637824,4439.528466939926,92.830025
0.0,179.47,-0.060247034,-2.3780773,0.4436662793159485,24.5,0.28814286,17482,22,2641920,4445.847079992294,163.44109
0.0,192.9,-0.07015617,-2.366364,0.6258010566234589,21.41,0.21291381,17502,20,2646016,4452.247999429703,144.20511
0.0,195.17,-0.069330215,-2.371948,0.6972512602806091,12.14,0.2432354,17525,23,2650112,4458.719420433044,123.557205
0.0,198.27,-0.07130182,-2.3526866,0.6728083193302155,11.29,0.20955011,17544,19,2654208,4465.336262702942,114.60675
0.0,186.56,-0.06767298,-2.3379686,0.8061953186988831,13.68,0.23829252,17570,26,2658304,4471.929538726807,119.68565
0.0,177.8,-0.06947414,-2.3633485,0.675976425409317,12.85,0.19556883,17594,24,2662400,4478.575407028198,156.05914
0.0,167.6,-0.067505404,-2.3786256,0.787260502576828,25.35,0.27626613,17623,29,2666496,4485.162657260895,129.43669
0.0,154.98,0.047366984,-2.3260329,0.6868009567260742,28.81,2.328675,17650,27,2670592,4491.67831158638,155.66531
0.0,161.96,-0.07150597,-2.3272994,0.6413557827472687,31.56,0.1613405,17670,20,2674688,4498.495839595795,168.91136
0.0,168.38,-0.0754102,-2.3326976,0.6640551090240479,33.41,0.19898053,17691,21,2678784,4505.203304052353,149.14143
0.0,172.63,-0.07176833,-2.3435123,0.6512915194034576,20.7,0.16842808,17715,24,2682880,4512.008426189423,161.07451
0.0,174.03,-0.06807779,-2.340895,0.715804398059845,21.39,0.17577343,17741,26,2686976,4518.681800842285,137.39441
0.0,169.43,-0.06486141,-2.3587039,0.702697366476059,21.76,0.17416424,17769,28,2691072,4525.216413259506,158.39632
0.0,160.83,-0.071399905,-2.3552463,0.7178973853588104,18.56,0.20477673,17794,25,2695168,4531.714715242386,122.37419
0.0,165.37,-0.06683013,-2.3774722,0.6764490008354187,20.01,0.25842223,17814,20,2699264,4538.36333823204,116.468254
0.0,164.85,-0.069828905,-2.3590758,0.6183207929134369,13.21,0.21394415,17841,27,2703360,4544.911620140076,150.0516
0.0,171.54,-0.068253696,-2.3633668,0.700606644153595,1.82,0.3598317,17862,21,2707456,4551.483314037323,120.9831
0.0,187.62,-0.07116701,-2.3423092,0.7651189714670181,6.23,0.20486967,17881,19,2711552,4558.169507265091,114.02324
0.0,185.56,-0.061463404,-2.3095229,0.7364231050014496,11.75,0.32382205,17902,21,2715648,4564.618999958038,115.573204
0.0,191.65,-0.06806959,-2.2846372,0.6004571318626404,3.65,0.18133105,17923,21,2719744,4571.184326887131,140.96109
0.0,200.65,-0.06893589,-2.2792048,0.6673068106174469,10.3,0.20004854,17944,21,2723840,4577.877146244049,123.06209
0.0,196.33,-0.06935309,-2.3155162,0.6358287036418915,12.73,0.23690991,17966,22,2727936,4584.46546959877,122.6877
0.0,195.23,-0.06285662,-2.3082209,0.6148113012313843,-1.84,0.23805584,17986,20,2732032,4590.982917308807,113.79388
0.0,188.15,-0.063869655,-2.3346708,0.49917542934417725,-8.86,0.2004449,18010,24,2736128,4597.554316997528,152.7965
0.0,182.18,-0.024621574,-2.3116155,0.6475563645362854,8.48,1.0333685,18034,24,2740224,4604.117358207703,150.56982
0.0,181.36,-0.062746376,-2.2871873,0.5670801401138306,-1.95,0.19559151,18053,19,2744320,4610.638085365295,141.2262
0.0,182.48,-0.074022755,-2.3026493,0.7003122568130493,0.0,0.15544593,18078,25,2748416,4617.297296524048,123.75294
0.0,182.81,-0.06593278,-2.3129103,0.7342894673347473,-5.96,0.1912986,18101,23,2752512,4646.34460067749,125.4035
0.0,183.86,-0.06925908,-2.3374584,0.7121511399745941,-7.69,0.23411389,18123,22,2756608,4652.906791687012,133.79053
