EpRewMean,TimestepsSoFar,loss_vf_loss,loss_pol_surr,EpisodesSoFar,EpThisIter,ev_tdlam_before,TimeElapsed,loss_kl,loss_ent,EpLenMean,loss_pol_entpen
-38.37,7741440,247.08951,-0.069350205,68945,44,0.6824626922607422,28711.415361881256,0.32819462,-3.692623,108.73,0.0
-45.95,7745536,245.77196,-0.07156034,68987,42,0.6799843609333038,28723.01786017418,0.452368,-3.6748812,98.67,0.0
-42.25,7749632,285.3657,-0.02786155,69025,38,0.5363099873065948,28733.894603967667,1.8491529,-3.662904,100.57,0.0
-25.9,7753728,293.3343,-0.07718198,69063,38,0.668680876493454,28744.73000073433,0.46734968,-3.6514242,106.37,0.0
-22.95,7757824,311.39642,-0.07463688,69099,36,0.5866685807704926,28755.420418977737,0.65127856,-3.6812167,108.41,0.0
-33.95,7761920,219.13742,0.04197052,69144,45,0.6110934019088745,28766.418771505356,3.609867,-3.636963,101.74,0.0
-22.79,7766016,352.675,-0.08311815,69185,41,0.5236583054065704,28776.55123758316,0.30700716,-3.6552122,97.95,0.0
-11.77,7770112,205.38696,-0.079119906,69225,40,0.708599179983139,28786.7322974205,0.5570928,-3.6606138,100.08,0.0
-10.09,7774208,273.96304,-0.07188711,69261,36,0.7210911214351654,28797.217700719833,0.40864947,-3.6347048,102.38,0.0
-26.86,7778304,184.25037,-0.08337196,69299,38,0.75074602663517,28807.50188589096,0.29599664,-3.6619723,110.04,0.0
-27.2,7782400,232.01099,0.08203659,69346,47,0.7545050084590912,28818.596292972565,4.777255,-3.667202,99.34,0.0
-15.01,7786496,292.34283,-0.07720526,69391,45,0.6531887948513031,28829.886383771896,0.28091282,-3.69846,93.03,0.0
-21.28,7790592,276.60144,0.05906078,69430,39,0.6833391487598419,28840.241691827774,4.466265,-3.6490176,97.41,0.0
-24.93,7794688,254.31288,-0.08759682,69468,38,0.7404227256774902,28851.329114198685,0.1939494,-3.6700928,105.07,0.0
-23.22,7798784,343.7593,-0.08391037,69509,41,0.6237598657608032,28862.76269221306,0.23995352,-3.6914663,105.21,0.0
-34.13,7802880,271.69095,-0.074851036,69550,41,0.7206484973430634,28982.057787656784,0.32966927,-3.7083728,100.95,0.0
-35.4,7806976,328.15234,-0.07566127,69588,38,0.6506242752075195,28992.357451200485,0.40467304,-3.7007601,103.52,0.0
-22.43,7811072,260.06372,-0.079055466,69624,36,0.6292692422866821,29003.12154150009,0.33687857,-3.7172544,108.15,0.0
-31.9,7815168,331.51434,-0.07477941,69667,43,0.5986942648887634,29014.09741783142,0.3466767,-3.7281463,108.11,0.0
-33.32,7819264,230.80777,-0.07183995,69703,36,0.6364061236381531,29024.97973561287,0.63569766,-3.7177725,107.8,0.0
-33.03,7823360,210.55496,-0.07843887,69738,35,0.6996225714683533,29035.448429107666,0.7773854,-3.7110288,109.01,0.0
-17.4,7827456,220.55861,-0.078431085,69779,41,0.7686540931463242,29045.201930999756,0.39400607,-3.7087975,107.66,0.0
-18.81,7831552,243.17648,-0.06196922,69817,38,0.6812983155250549,29056.496445178986,0.5393815,-3.6963155,108.25,0.0
-30.73,7835648,239.40213,-0.061497834,69854,37,0.7167551219463348,29067.33194923401,0.6845603,-3.6817636,108.11,0.0
-28.61,7839744,244.74663,-0.02659839,69893,39,0.6833276152610779,29077.436556577682,1.2748688,-3.6375775,105.51,0.0
-14.97,7843840,321.5818,-0.0744042,69933,40,0.6039563119411469,29087.942614793777,0.3497701,-3.6604471,107.85,0.0
-15.06,7847936,286.0786,-0.06533011,69975,42,0.5238665640354156,29098.263692378998,0.32553175,-3.6686566,101.79,0.0
-35.13,7852032,276.12454,-0.07420753,70016,41,0.6300766468048096,29109.251445531845,0.32042947,-3.6929781,97.48,0.0
-37.37,7856128,234.45367,-0.06931741,70055,39,0.7068551182746887,29120.156461000443,0.399746,-3.7491915,103.3,0.0
-31.49,7860224,290.2,-0.051665593,70086,31,0.6322310566902161,29131.033014774323,1.0226282,-3.7235909,109.49,0.0
-30.74,7864320,252.98029,0.06504229,70131,45,0.6942946314811707,29141.664256572723,4.314106,-3.681899,106.52,0.0
-24.01,7868416,289.31613,-0.0735086,70171,40,0.683943897485733,29152.498805761337,0.3456046,-3.6930246,99.87,0.0
-23.05,7872512,319.85535,-0.083709836,70211,40,0.5647171437740326,29163.266588926315,0.40075943,-3.7256358,97.33,0.0
-22.84,7876608,268.95978,0.043974124,70252,41,0.6008196473121643,29175.0608689785,2.769148,-3.6908762,102.18,0.0
-38.19,7880704,312.5055,-0.084050566,70301,49,0.6650410294532776,29186.1090092659,0.22863202,-3.7108915,93.37,0.0
-36.32,7884800,302.94208,-0.08163817,70346,45,0.5577054023742676,29197.105928182602,0.28796417,-3.7071044,86.46,0.0
-19.25,7888896,272.9958,-0.0762434,70388,42,0.6341962218284607,29207.965152978897,0.3099635,-3.7289774,91.64,0.0
-14.07,7892992,307.17737,-0.07177874,70428,40,0.553022712469101,29218.368671655655,0.49924216,-3.7162437,95.24,0.0
-13.07,7897088,270.1833,-0.07706843,70472,44,0.6609314978122711,29229.287533521652,0.45193046,-3.7336886,96.77,0.0
-23.69,7901184,235.21739,-0.07566003,70509,37,0.5945152044296265,29340.245727539062,0.46729612,-3.7491417,100.92,0.0
-38.45,7905280,242.1845,-0.07692599,70556,47,0.6613149642944336,29350.528048038483,0.38215914,-3.7309916,94.33,0.0
-25.98,7909376,310.78864,-0.061278928,70597,41,0.6279056668281555,29361.375319719315,0.7269042,-3.7604983,95.15,0.0
-17.81,7913472,257.49832,-0.07550654,70628,31,0.49539411067962646,29371.02489924431,0.42384762,-3.745209,100.56,0.0
-12.76,7917568,217.7968,-0.052661035,70671,43,0.7167600393295288,29382.106498479843,0.98015976,-3.734971,102.92,0.0
-11.88,7921664,313.0776,-0.05925002,70713,42,0.6540439128875732,29393.124376773834,0.3628333,-3.7322695,103.31,0.0
-21.45,7925760,331.21286,-0.07613258,70752,39,0.6330881118774414,29403.50909471512,0.41752186,-3.7782776,100.96,0.0
-7.3,7929856,297.21747,-0.043767586,70797,45,0.690611332654953,29413.758053064346,0.89701223,-3.7458804,97.73,0.0
6.58,7933952,285.62576,-0.066399686,70842,45,0.686813622713089,29424.249839544296,0.66988295,-3.7572935,90.59,0.0
-10.41,7938048,335.58078,-0.07075875,70881,39,0.6309826076030731,29435.061721801758,0.41978988,-3.7694695,95.72,0.0
-24.76,7942144,266.42917,-0.065979704,70918,37,0.714983195066452,29445.830442667007,0.65866464,-3.7320707,103.56,0.0
-27.37,7946240,298.87408,-0.07101779,70958,40,0.6495711505413055,29456.6735830307,0.50955176,-3.702302,101.42,0.0
-30.01,7950336,314.22354,-0.08023981,70996,38,0.5886605381965637,29466.337941408157,0.39235842,-3.6950834,110.09,0.0
-29.42,7954432,252.41048,-0.05642376,71037,41,0.6442766189575195,29477.492858171463,0.585923,-3.707321,100.33,0.0
-25.43,7958528,288.1953,-0.06393678,71082,45,0.6945873498916626,29488.177614688873,0.52509147,-3.6631432,97.34,0.0
-15.64,7962624,350.55573,-0.07602361,71122,40,0.6380854547023773,29498.814241170883,0.34045613,-3.6503754,96.81,0.0
-17.55,7966720,242.33635,-0.06961954,71163,41,0.6262036859989166,29508.479263305664,0.46499035,-3.6704593,103.17,0.0
-26.97,7970816,298.73203,-0.06588864,71210,47,0.6177160143852234,29519.441134929657,0.6219017,-3.6795766,92.84,0.0
-22.51,7974912,221.03143,-0.043430403,71243,33,0.5721932649612427,29530.694914102554,2.288534,-3.645397,101.59,0.0
-44.07,7979008,265.42914,-0.025316698,71274,31,0.46107882261276245,29541.059559583664,1.5383986,-3.6237295,110.63,0.0
-27.17,7983104,251.3432,-0.07721776,71319,45,0.5804782509803772,29552.292554855347,0.30774584,-3.6391337,110.85,0.0
-26.88,7987200,236.68831,-0.077805884,71360,41,0.693972647190094,29563.526765823364,0.28161478,-3.6227834,98.24,0.0
-25.73,7991296,188.8518,-0.07494209,71394,34,0.6814834475517273,29573.789054870605,0.44258797,-3.627254,104.23,0.0
-32.53,7995392,203.0398,-0.07108359,71435,41,0.6479121148586273,29584.615060567856,0.37502322,-3.6204379,104.67,0.0
-41.16,7999488,230.83676,-0.07059916,71480,45,0.6969263553619385,29595.779559135437,0.3402589,-3.6270785,99.85,0.0
-33.83,8003584,265.16324,-0.076834,71521,41,0.5862554311752319,29706.679544210434,0.46957636,-3.644761,96.23,0.0
-34.02,8007680,253.72505,-0.07201075,71560,39,0.6933380961418152,29717.42133998871,0.55664945,-3.6300967,99.65,0.0
-39.96,8011776,271.46317,0.25073496,71598,38,0.5718340575695038,29728.2365834713,19.513376,-3.597645,104.06,0.0
-42.46,8015872,242.14214,-0.0824673,71637,39,0.6273055970668793,29738.58962726593,0.24346346,-3.6053965,106.55,0.0
-38.74,8019968,305.1094,-0.08371169,71679,42,0.6490355730056763,29748.496705770493,0.19806114,-3.6237638,100.02,0.0
-38.41,8024064,284.0835,-0.08232436,71717,38,0.4634588360786438,29758.71754050255,0.29266593,-3.6381228,101.11,0.0
-42.83,8028160,245.15558,-0.08383968,71759,42,0.6718310713768005,29768.911191225052,0.41279718,-3.6592216,99.39,0.0
-19.9,8032256,304.82074,-0.07133694,71800,41,0.598080039024353,29780.474296092987,0.36562654,-3.659622,101.57,0.0
-23.97,8036352,239.15562,-0.087305695,71838,38,0.646065890789032,29791.095288038254,0.3173859,-3.704586,98.92,0.0
-28.57,8040448,272.58286,-0.074736275,71876,38,0.668590635061264,29802.045929908752,0.43143257,-3.6901255,107.35,0.0
-22.21,8044544,253.37804,-0.08103247,71911,35,0.6220803260803223,29812.484063625336,0.4161177,-3.703839,110.79,0.0
-25.49,8048640,297.62598,-0.07418521,71958,47,0.627452164888382,29823.571110486984,0.4161943,-3.7046192,102.69,0.0
-29.44,8052736,230.7841,-0.06719932,71994,36,0.5103563666343689,29834.325316905975,0.74444264,-3.684036,104.04,0.0
-38.85,8056832,199.7283,-0.082649626,72033,39,0.6553705632686615,29844.58464217186,0.4537472,-3.6855936,104.54,0.0
-21.38,8060928,313.24118,-0.07418075,72077,44,0.5798702836036682,29855.2374727726,0.342861,-3.6862223,101.88,0.0
-8.45,8065024,246.23856,-0.07809989,72114,37,0.607377290725708,29865.68979859352,0.47433692,-3.7151043,102.85,0.0
-15.02,8069120,267.4815,-0.074577935,72150,36,0.6309122443199158,29876.78582215309,0.4622348,-3.7328794,111.92,0.0
-7.24,8073216,231.47401,-0.065081075,72189,39,0.7060125172138214,29887.566023111343,0.59000957,-3.7193296,106.68,0.0
-17.55,8077312,289.53162,0.025538052,72231,42,0.7029277980327606,29898.71807026863,1.8480176,-3.6617594,102.91,0.0
-30.09,8081408,287.94287,-0.071022026,72268,37,0.5341423749923706,29909.082764863968,0.44988915,-3.669452,106.14,0.0
-20.53,8085504,336.85675,-0.07665052,72309,41,0.5978298187255859,29919.809025287628,0.34224346,-3.6817782,104.51,0.0
-25.9,8089600,300.07312,-0.076553576,72348,39,0.57762011885643,29930.424854516983,0.4386453,-3.6996796,104.47,0.0
-28.45,8093696,311.81265,-0.0746832,72385,37,0.6312839686870575,29940.93974351883,0.43546128,-3.7310677,105.73,0.0
-28.58,8097792,232.11287,-0.03117294,72425,40,0.6236962676048279,29951.126078367233,1.0866773,-3.7031136,105.16,0.0
-26.79,8101888,248.3551,-0.07802444,72473,48,0.7337251007556915,30064.542095184326,0.28838733,-3.6784823,96.85,0.0
-38.66,8105984,236.51135,-0.066547,72515,42,0.6304815113544464,30075.771644830704,0.6366931,-3.6584482,91.55,0.0
-51.82,8110080,210.14566,-0.07374699,72555,40,0.5870975255966187,30086.430626630783,0.45321968,-3.6567044,96.92,0.0
-34.24,8114176,303.29315,-0.06862137,72594,39,0.6586059331893921,30097.424454689026,0.41261095,-3.6370394,104.13,0.0
-6.55,8118272,278.49695,-0.06509948,72638,44,0.6142447888851166,30108.196890354156,0.5387041,-3.619351,97.58,0.0
0.95,8122368,301.38284,-0.018268395,72677,39,0.5935017764568329,30118.484875679016,1.7972184,-3.578243,97.04,0.0
-8.95,8126464,283.47028,-0.07917705,72718,41,0.5698635280132294,30128.290984153748,0.4332743,-3.5750113,99.71,0.0
-23.27,8130560,297.35645,-0.07623745,72766,48,0.6169091165065765,30138.758831501007,0.32535833,-3.5962992,94.27,0.0
-38.43,8134656,290.479,-0.07663628,72811,45,0.6231034398078918,30149.07656598091,0.29715872,-3.6288106,89.13,0.0
-27.68,8138752,240.76627,-0.07450713,72846,35,0.6378718316555023,30159.52259850502,0.49183902,-3.6282663,98.64,0.0
-25.14,8142848,289.559,-0.08028362,72891,45,0.7069903910160065,30169.482539653778,0.39010924,-3.6535,99.59,0.0
-24.15,8146944,277.59723,-0.07744349,72934,43,0.5944508910179138,30179.755834817886,0.59830093,-3.6486053,94.14,0.0
-19.46,8151040,313.6207,-0.069861144,72983,49,0.6790980100631714,30190.20884513855,0.36675313,-3.6402628,89.82,0.0
-21.48,8155136,295.1507,0.0911389,73029,46,0.6366126239299774,30200.25085258484,7.877174,-3.5887594,84.06,0.0
-24.9,8159232,351.42593,-0.077255204,73073,44,0.6742725372314453,30211.022837877274,0.39296156,-3.595943,89.0,0.0
-13.48,8163328,270.3902,-0.0854533,73110,37,0.685680091381073,30221.723977804184,0.30614305,-3.613023,99.66,0.0
-18.05,8167424,289.60977,-0.072357126,73148,38,0.6792222559452057,30232.578931570053,0.34207973,-3.6152506,104.18,0.0
-19.6,8171520,242.81865,-0.086611025,73187,39,0.6775901317596436,30243.581774950027,0.3934874,-3.6291037,107.62,0.0
-31.77,8175616,327.14926,-0.07976336,73226,39,0.6401650607585907,30254.660418510437,0.49856797,-3.6203,105.69,0.0
-31.75,8179712,270.56873,-0.07880285,73264,38,0.6969562470912933,30265.667167186737,0.50166345,-3.6420023,107.73,0.0
-30.57,8183808,252.46133,-0.07131918,73305,41,0.5979583561420441,30276.678079366684,0.39702296,-3.6701975,102.84,0.0
-40.1,8187904,281.27765,-0.06368854,73346,41,0.6200947463512421,30287.453947782516,0.646382,-3.621354,101.68,0.0
-36.89,8192000,216.40576,-0.063824415,73381,35,0.6694290041923523,30299.424349069595,0.90443444,-3.5819232,107.84,0.0
-25.45,8196096,237.79085,-0.06440956,73419,38,0.6292487978935242,30310.192725896835,0.8219734,-3.5537722,107.68,0.0
-10.14,8200192,276.77515,-0.08053957,73458,39,0.536663830280304,30436.731098413467,0.34439668,-3.5574331,107.01,0.0
-21.41,8204288,248.26343,-0.06348493,73495,37,0.5816177427768707,30447.129410028458,0.61974984,-3.527756,107.66,0.0
-12.95,8208384,322.35666,-0.06897443,73529,34,0.5576910674571991,30457.614933252335,0.6218803,-3.5271335,114.4,0.0
-19.26,8212480,300.58893,-0.074460626,73567,38,0.6260156631469727,30468.174122810364,0.35624126,-3.5278125,112.92,0.0
-6.5,8216576,239.26645,-0.08608986,73603,36,0.6584095656871796,30479.132774591446,0.3657341,-3.5482142,115.66,0.0
-17.61,8220672,319.68622,0.11718634,73643,40,0.5617483258247375,30489.410424232483,8.812438,-3.4811215,107.02,0.0
-25.46,8224768,296.44772,-0.076840036,73686,43,0.6432218551635742,30500.432322978973,0.21913488,-3.4769778,100.22,0.0
-24.33,8228864,292.19614,-0.080823205,73728,42,0.5990929901599884,30511.745371341705,0.2152876,-3.4801908,98.27,0.0
-12.13,8232960,329.76065,-0.079491794,73770,42,0.6121938526630402,30522.198831796646,0.3207158,-3.4801624,97.86,0.0
-25.79,8237056,249.78577,-0.07240418,73814,44,0.6857332289218903,30533.042908906937,0.36132586,-3.492168,93.53,0.0
-23.0,8241152,317.18973,-0.07564246,73851,37,0.5561085641384125,30544.153907060623,0.3474004,-3.5015826,99.89,0.0
-12.38,8245248,289.1468,-0.08749645,73893,42,0.6535181403160095,30555.846853494644,0.25617436,-3.5205534,99.81,0.0
-16.24,8249344,307.30222,-0.08021955,73935,42,0.5650928914546967,30566.679750442505,0.2785182,-3.549133,102.05,0.0
-35.33,8253440,298.19077,-0.08649528,73974,39,0.6887597441673279,30577.55571103096,0.35302553,-3.5645711,100.08,0.0
-36.94,8257536,284.17422,-0.04398204,74009,35,0.6547988057136536,30587.739243745804,1.2632177,-3.5751345,104.78,0.0
-29.02,8261632,292.5843,-0.08604732,74052,43,0.6707068681716919,30598.48834657669,0.30969203,-3.5950024,103.66,0.0
-30.84,8265728,317.02277,-0.08412873,74094,42,0.6445330083370209,30609.07959294319,0.2892483,-3.5950317,102.18,0.0
-23.25,8269824,380.05237,-0.071947955,74131,37,0.5849762558937073,30619.57927131653,0.48882005,-3.6063724,101.9,0.0
-28.81,8273920,270.25507,-0.0828621,74172,41,0.685992568731308,30630.222823381424,0.28484848,-3.6152036,106.28,0.0
-25.39,8278016,308.35007,-0.08653161,74212,40,0.6425015926361084,30641.209451913834,0.36990473,-3.6127627,102.01,0.0
-25.03,8282112,417.41196,-0.07546435,74254,42,0.5713402628898621,30653.350982666016,0.36406317,-3.5981596,101.36,0.0
-35.95,8286208,269.6778,-0.08213115,74299,45,0.692206472158432,30663.765502929688,0.46530923,-3.6195943,96.06,0.0
-33.69,8290304,248.00555,-0.071389265,74335,36,0.6816133260726929,30675.165900707245,0.4875264,-3.6107786,101.96,0.0
-23.27,8294400,306.34058,-0.06824236,74378,43,0.7455672025680542,30685.609525203705,0.3767604,-3.629772,100.86,0.0
-29.79,8298496,261.57147,0.09182011,74417,39,0.6690138578414917,30696.333097696304,3.963813,-3.5661044,101.24,0.0
-34.57,8302592,298.8518,-0.07983586,74464,47,0.7019018530845642,30806.35589981079,0.39588296,-3.586331,95.21,0.0
-42.84,8306688,312.59653,-0.08420443,74504,40,0.5826231837272644,30817.04335784912,0.30326334,-3.570618,96.25,0.0
-38.65,8310784,268.96014,-0.08073855,74544,40,0.6315502226352692,30827.895949602127,0.3200474,-3.583607,97.04,0.0
-41.51,8314880,271.62976,-0.0680764,74586,42,0.720552533864975,30838.775551080704,0.41203576,-3.5706942,102.09,0.0
-36.59,8318976,260.66638,-0.0735954,74629,43,0.7303586304187775,30848.944329977036,0.3678407,-3.5750577,96.24,0.0
-27.64,8323072,323.04837,-0.07652514,74676,47,0.7036035656929016,30859.333181619644,0.4320199,-3.5545993,92.54,0.0
-25.22,8327168,320.33527,-0.051564563,74720,44,0.6719459891319275,30870.384454011917,1.098253,-3.5435781,89.61,0.0
-30.21,8331264,248.48007,-0.08929111,74758,38,0.6697011888027191,30880.22494006157,0.34135357,-3.5576792,97.2,0.0
-47.17,8335360,233.25812,-0.08270581,74803,45,0.6524800956249237,30890.6971886158,0.36443782,-3.5548093,96.78,0.0
-29.4,8339456,292.43378,-0.031994704,74848,45,0.6157701909542084,30901.89631485939,1.1660824,-3.4960477,92.13,0.0
-17.41,8343552,328.66525,-0.073506564,74895,47,0.6399446427822113,30913.209336280823,0.454402,-3.5304759,86.91,0.0
-17.24,8347648,316.60013,-0.08195714,74940,45,0.6903767585754395,30923.695196390152,0.3101553,-3.525191,90.95,0.0
-38.19,8351744,250.7655,-0.084913544,74982,42,0.6204662024974823,30934.62123298645,0.36005554,-3.5295713,93.28,0.0
-43.82,8355840,237.79134,-0.06888854,75024,42,0.7826191037893295,30946.18802332878,0.4494936,-3.518617,98.8,0.0
-33.97,8359936,333.73886,-0.07520625,75065,41,0.6429507434368134,30957.087664604187,0.4003163,-3.5344434,99.36,0.0
-25.66,8364032,288.5151,-0.07876096,75107,42,0.6604302227497101,30967.392748594284,0.38257962,-3.5116687,97.71,0.0
-37.73,8368128,259.31638,-0.085220374,75144,37,0.6185422539710999,30978.994012117386,0.4534138,-3.5554655,103.18,0.0
-42.61,8372224,266.0342,-0.08558284,75185,41,0.6461435556411743,30990.470227003098,0.43562412,-3.575787,104.14,0.0
-25.26,8376320,253.35889,-0.07841258,75228,43,0.7182091772556305,31001.714591026306,0.4466653,-3.5855713,98.67,0.0
-28.59,8380416,245.28117,-0.041223433,75276,48,0.634020060300827,31012.601130723953,1.0850139,-3.5704844,89.47,0.0
-33.13,8384512,288.3939,-0.077359855,75315,39,0.6460021734237671,31023.515281915665,0.29427618,-3.589687,92.14,0.0
-34.81,8388608,238.87723,-0.08523681,75356,41,0.676869809627533,31034.716085910797,0.39222324,-3.6223001,97.95,0.0
-26.81,8392704,355.01224,-0.050699737,75400,44,0.6152998507022858,31045.412182331085,0.6266775,-3.5801663,95.56,0.0
-23.28,8396800,315.351,-0.07538351,75448,48,0.5466839373111725,31056.444816589355,0.3256227,-3.5627584,89.63,0.0
-37.86,8400896,318.802,-0.048990317,75493,45,0.4905242323875427,31173.900158405304,0.572679,-3.5177655,89.08,0.0
-41.19,8404992,308.33282,-0.07362215,75542,49,0.5996449589729309,31184.262387514114,0.33962035,-3.4932675,86.37,0.0
-30.66,8409088,242.17386,-0.08254006,75581,39,0.7221234142780304,31194.62215065956,0.46024123,-3.4975698,90.09,0.0
-24.66,8413184,278.0262,-0.07693503,75627,46,0.7365186512470245,31205.885058879852,0.36433637,-3.5142825,94.47,0.0
-25.4,8417280,233.91798,-0.07039143,75662,35,0.6141385436058044,31218.680319547653,0.6452405,-3.514159,102.14,0.0
-38.16,8421376,269.0089,-0.080043845,75707,45,0.7209749221801758,31229.367438554764,0.38350594,-3.5340533,99.68,0.0
-43.11,8425472,323.04184,-0.043393053,75751,44,0.5963321924209595,31240.627779245377,0.7920717,-3.4722095,94.17,0.0
-36.71,8429568,308.488,-0.07779798,75793,42,0.6615488827228546,31251.150642871857,0.34899235,-3.482118,92.66,0.0
-21.47,8433664,294.8934,-0.06986253,75834,41,0.6762979626655579,31261.688294172287,0.45978412,-3.4641452,96.85,0.0
-17.02,8437760,261.4917,-0.07339013,75874,40,0.6864854991436005,31272.287868499756,0.56837004,-3.4722595,100.91,0.0
-25.51,8441856,316.63507,0.014409035,75917,43,0.6709101796150208,31282.972641706467,2.2296357,-3.43364,98.31,0.0
-16.91,8445952,269.11517,-0.07769118,75962,45,0.691394567489624,31294.111446380615,0.34304065,-3.438919,94.68,0.0
-26.78,8450048,286.63452,-0.079245254,76009,47,0.7126984894275665,31304.31704235077,0.31413102,-3.421024,91.66,0.0
-45.07,8454144,237.50018,-0.07774332,76053,44,0.7351122200489044,31314.945024490356,0.36700854,-3.42683,88.71,0.0
-25.23,8458240,268.1547,-0.081527345,76086,33,0.671846479177475,31325.957619428635,0.39099127,-3.4387555,102.26,0.0
-31.53,8462336,272.06314,0.027092272,76128,42,0.6545661091804504,31336.723922729492,3.8579895,-3.3853452,107.73,0.0
-35.08,8466432,344.59033,-0.077427804,76173,45,0.640783965587616,31347.291119337082,0.25058421,-3.4097857,96.39,0.0
-44.94,8470528,296.29214,-0.08485582,76214,41,0.6510380506515503,31357.621364593506,0.38847795,-3.4089053,96.99,0.0
-37.94,8474624,266.98944,-0.07092576,76260,46,0.6517295837402344,31368.785083055496,0.2657008,-3.4303553,96.2,0.0
-26.97,8478720,303.73575,-0.07927282,76306,46,0.7129097878932953,31380.04956650734,0.32449353,-3.4567258,90.28,0.0
-29.25,8482816,301.9793,-0.06960888,76353,47,0.6250271797180176,31390.29171347618,0.3770117,-3.4472775,86.9,0.0
-34.23,8486912,390.12598,-0.073494114,76405,52,0.6141131818294525,31401.82274031639,0.33688104,-3.4621732,82.82,0.0
-32.17,8491008,326.06897,-0.05563138,76454,49,0.6390072107315063,31411.820245742798,0.9773369,-3.4525762,79.57,0.0
-29.81,8495104,300.6205,-0.077617295,76501,47,0.7088062763214111,31422.28934073448,0.3614403,-3.4546192,85.24,0.0
-17.98,8499200,281.30487,-0.07383254,76542,41,0.6648496687412262,31432.650312185287,0.40795055,-3.4403532,94.21,0.0
-11.98,8503296,296.1463,-0.0691082,76588,46,0.7061416804790497,31544.585327625275,0.32586566,-3.4412184,94.18,0.0
-8.69,8507392,282.50592,-0.08340919,76626,38,0.6552608609199524,31555.314741373062,0.37143433,-3.4631793,97.93,0.0
-23.64,8511488,353.5156,-0.064919725,76673,47,0.6320996284484863,31566.03416275978,0.35138986,-3.4584339,96.58,0.0
-13.55,8515584,301.86978,-0.085463926,76716,43,0.6611934900283813,31576.93994951248,0.34223038,-3.476485,93.07,0.0
-21.3,8519680,317.4948,-0.06943713,76759,43,0.6252876818180084,31587.519632577896,0.77112347,-3.4968374,94.15,0.0
-26.42,8523776,282.4378,-0.06708578,76802,43,0.6678853034973145,31597.856825590134,0.53708,-3.5091052,94.91,0.0
-22.13,8527872,393.49878,-0.06619603,76843,41,0.5947287678718567,31609.020570516586,0.58213246,-3.5119662,96.18,0.0
3.38,8531968,284.50772,-0.074386835,76889,46,0.6363123655319214,31619.927919626236,0.35053617,-3.519698,96.14,0.0
-19.23,8536064,302.23236,-0.070991226,76931,42,0.6451066136360168,31631.089101314545,0.5295622,-3.5150332,91.05,0.0
-22.14,8540160,326.9865,-0.028554764,76973,42,0.6344371438026428,31641.537293434143,0.77240247,-3.4859455,96.54,0.0
-19.63,8544256,337.0078,-0.09100805,77020,47,0.6353474259376526,31651.641070365906,0.27359998,-3.533493,93.28,0.0
-15.36,8548352,315.67957,-0.083565906,77060,40,0.7084825932979584,31662.525260210037,0.4443954,-3.5398865,94.87,0.0
-7.33,8552448,313.36865,-0.08022568,77100,40,0.6242277920246124,31672.805055379868,0.50252366,-3.5036654,99.43,0.0
-23.93,8556544,289.04703,-0.0743945,77147,47,0.6534652709960938,31683.16367650032,0.37951824,-3.4997876,95.5,0.0
-32.34,8560640,324.32578,-0.07721876,77188,41,0.6489181220531464,31693.992460012436,0.335562,-3.49475,93.85,0.0
-23.71,8564736,339.7545,0.025434766,77237,49,0.6868510544300079,31704.78431749344,3.0111136,-3.4287264,89.51,0.0
-30.34,8568832,331.53195,-0.08089915,77288,51,0.7013018131256104,31715.550487995148,0.33894265,-3.415646,82.02,0.0
-32.4,8572928,400.8822,-0.063456394,77340,52,0.6748327910900116,31725.957758665085,0.4729787,-3.4010272,79.1,0.0
-27.19,8577024,283.4338,-0.08186195,77389,49,0.5815391838550568,31736.73451066017,0.31948754,-3.4184718,81.56,0.0
-32.44,8581120,283.39066,-0.07076819,77435,46,0.6505821347236633,31747.958021640778,0.48664716,-3.4176168,85.7,0.0
-11.25,8585216,355.7434,-0.07891414,77482,47,0.6924712061882019,31758.500801086426,0.31474584,-3.4033246,86.63,0.0
-11.6,8589312,348.36154,-0.085405014,77527,45,0.6014776825904846,31768.602354049683,0.3273224,-3.434692,86.33,0.0
-27.51,8593408,301.40033,-0.078484364,77571,44,0.6931364834308624,31779.238899707794,0.4996772,-3.4476466,90.34,0.0
-31.5,8597504,290.71317,-0.071013555,77611,40,0.6390092670917511,31789.341063976288,0.34712127,-3.4427953,98.35,0.0
-19.15,8601600,299.1982,-0.08177077,77654,43,0.6635622084140778,31894.64116382599,0.35761625,-3.4562223,98.21,0.0
-11.41,8605696,336.70245,-0.07473638,77702,48,0.5513957440853119,31905.29661631584,0.3795054,-3.4336088,90.29,0.0
-14.57,8609792,320.31403,-0.08302076,77747,45,0.6182717978954315,31915.51843214035,0.32218203,-3.448791,87.93,0.0
-17.71,8613888,291.95172,-0.07530248,77787,40,0.647680252790451,31926.522714853287,0.41500667,-3.4457257,95.48,0.0
-43.39,8617984,298.8958,0.12015164,77834,47,0.5700961947441101,31936.93345451355,7.6816382,-3.4468126,92.2,0.0
-32.09,8622080,282.4015,-0.08196412,77877,43,0.6467697024345398,31947.628707647324,0.20095618,-3.4510052,92.43,0.0
-31.88,8626176,328.09247,-0.077307835,77921,44,0.5503162145614624,31957.919075727463,0.27768204,-3.4792593,93.37,0.0
-44.16,8630272,287.95047,-0.07701771,77963,42,0.641178697347641,31967.952810287476,0.4050438,-3.5243542,94.2,0.0
-33.61,8634368,270.81152,-0.08034148,78004,41,0.5954014658927917,31978.239273309708,0.35735935,-3.544402,98.62,0.0
