EpThisIter,loss_ent,loss_pol_entpen,EpRewMean,EpLenMean,loss_vf_loss,EpisodesSoFar,loss_kl,TimeElapsed,loss_pol_surr,ev_tdlam_before,TimestepsSoFar
48,-2.6106718,0.0,10.81,84.05,467.4578,37103,0.19010606,6570.964959621429,-0.06019405,0.6713489294052124,3518464
53,-2.6080928,0.0,7.53,81.38,480.03464,37156,0.16638522,6577.872777223587,-0.06273632,0.7088793218135834,3522560
44,-2.6190476,0.0,11.71,83.59,509.97357,37200,0.17911616,6585.191544055939,-0.06485223,0.5609691739082336,3526656
50,-2.6377454,0.0,12.97,85.63,438.4999,37250,0.29063356,6592.720646858215,-0.066064335,0.6078096330165863,3530752
47,-2.6547348,0.0,14.62,85.79,438.93228,37297,0.23716699,6600.581981897354,-0.057820816,0.6589453816413879,3534848
49,-2.6284928,0.0,23.76,85.57,389.07843,37346,0.18547042,6608.243016719818,-0.06745722,0.6865817010402679,3538944
43,-2.633453,0.0,26.65,88.95,434.2246,37389,0.19691503,6615.433995246887,-0.06922741,0.6314876675605774,3543040
54,-2.6366775,0.0,24.17,83.86,405.56396,37443,0.14725353,6622.845343112946,-0.06467558,0.7482413649559021,3547136
47,-2.6291394,0.0,3.97,80.84,450.1069,37490,0.1626449,6630.44834446907,-0.06457395,0.6037120223045349,3551232
50,-2.6275342,0.0,-2.55,84.49,507.5184,37540,0.17732656,6637.885703086853,-0.06537027,0.5103785693645477,3555328
44,-2.6501572,0.0,-7.11,86.11,439.69006,37584,0.19839942,6645.384242296219,-0.06705485,0.6244341135025024,3559424
46,-2.6497788,0.0,0.09,91.14,474.83762,37630,0.22525647,6652.679664611816,-0.059192378,0.6894881427288055,3563520
49,-2.6398005,0.0,6.5,88.76,419.04596,37679,0.29471144,6659.828949213028,-0.057068262,0.6264383494853973,3567616
46,-2.6493237,0.0,8.12,86.69,394.77878,37725,0.17889442,6667.551891088486,-0.06767689,0.7220392227172852,3571712
50,-2.6346185,0.0,-2.29,84.97,409.83722,37775,0.16407517,6675.207160234451,-0.06684626,0.6801824271678925,3575808
47,-2.6374822,0.0,-4.44,84.94,472.21045,37822,0.17597626,6682.651430130005,-0.06718527,0.7047453224658966,3579904
54,-2.6398575,0.0,25.65,80.67,457.30795,37876,0.17775588,6690.00777721405,-0.063698195,0.6808857023715973,3584000
48,-2.6451318,0.0,24.96,79.84,373.5276,37924,0.20218475,6697.327215671539,-0.0696702,0.7256975173950195,3588096
46,-2.6372082,0.0,23.58,87.08,460.12347,37970,0.22348596,6704.870857000351,-0.064277805,0.6815340220928192,3592192
48,-2.6427264,0.0,16.12,85.89,514.6837,38018,0.21622947,6712.718700647354,-0.057924792,0.5461402833461761,3596288
53,-2.6746519,0.0,16.13,80.51,529.1044,38071,0.1721144,6720.4401268959045,-0.06495634,0.6475173532962799,3600384
42,-2.6902564,0.0,15.81,86.92,484.14575,38113,0.20384166,6727.75906419754,-0.06658934,0.6706649363040924,3604480
44,-2.6831317,0.0,27.3,93.25,444.4511,38157,0.22093338,6735.564950466156,-0.05818018,0.6975210011005402,3608576
47,-2.6879165,0.0,12.01,90.95,443.1191,38204,0.2006706,6742.941393613815,-0.06014935,0.6889773607254028,3612672
43,-2.6986184,0.0,0.62,93.1,550.73804,38247,0.20091599,6750.1542246341705,-0.060676463,0.6828807890415192,3616768
47,-2.717956,0.0,17.36,90.87,504.92697,38294,0.18039177,6757.88898062706,-0.05585791,0.7104880213737488,3620864
44,-2.712859,0.0,19.09,88.68,446.48315,38338,0.18282326,6764.906635522842,-0.0674277,0.7108928263187408,3624960
46,-2.723891,0.0,3.36,91.98,441.31027,38384,0.18641116,6772.0537545681,-0.0629379,0.666977047920227,3629056
47,-2.7366185,0.0,-10.01,88.88,408.6683,38431,0.19848862,6778.982761383057,-0.06716475,0.6741630733013153,3633152
47,-2.7049308,0.0,-3.37,87.93,375.85034,38478,0.22151418,6786.570938825607,-0.06266897,0.6817771196365356,3637248
47,-2.7078855,0.0,16.96,90.5,502.0684,38525,0.16616686,6793.518839836121,-0.060850225,0.7200728356838226,3641344
49,-2.722548,0.0,20.16,85.5,399.72922,38574,0.19218627,6801.11482834816,-0.051173866,0.6834012269973755,3645440
46,-2.722014,0.0,4.62,86.29,424.35367,38620,0.17959993,6808.767028808594,-0.067178935,0.6839440166950226,3649536
47,-2.7000635,0.0,-1.02,89.92,451.4815,38667,0.25079805,6816.6331179142,-0.06478768,0.6461062431335449,3653632
49,-2.7087665,0.0,7.48,85.84,369.09503,38716,0.28291368,6823.776158571243,-0.06303812,0.7615943104028702,3657728
43,-2.7267137,0.0,10.75,88.04,550.22314,38759,0.16405895,6831.361123323441,-0.06914988,0.5920887589454651,3661824
52,-2.7163098,0.0,12.05,85.79,541.37665,38811,0.16469681,6838.910669088364,-0.06749134,0.5300218462944031,3665920
44,-2.7018378,0.0,9.83,84.59,450.33124,38855,0.25802115,6846.692492485046,-0.06589776,0.6152380704879761,3670016
45,-2.7077124,0.0,3.16,93.03,355.02997,38900,0.19970143,6854.5495846271515,-0.06684789,0.6642264425754547,3674112
46,-2.6940916,0.0,11.09,92.14,475.9188,38946,0.16120952,6862.192561626434,-0.07021265,0.6778330206871033,3678208
50,-2.6856134,0.0,4.01,84.62,453.60028,38996,0.19314511,6869.803827047348,-0.06633776,0.6570744514465332,3682304
46,-2.6901245,0.0,8.23,85.71,478.68497,39042,0.21357195,6876.587340354919,-0.06240124,0.57411327958107,3686400
34,-2.7033486,0.0,11.54,97.55,353.08914,39076,0.26766568,6884.033306121826,-0.072607644,0.6642362773418427,3690496
48,-2.7238297,0.0,0.83,95.23,450.80145,39124,0.22058295,6891.2307987213135,-0.067664124,0.675296813249588,3694592
43,-2.7243352,0.0,10.77,93.42,391.58096,39167,0.20651753,6898.849813222885,-0.069899894,0.662524551153183,3698688
46,-2.725164,0.0,22.39,88.38,446.63828,39213,0.17713612,6906.192025899887,-0.064588346,0.6638689935207367,3702784
51,-2.728047,0.0,13.84,84.62,352.69147,39264,0.18662979,6913.279455423355,-0.06328242,0.6839340925216675,3706880
44,-2.7376263,0.0,14.46,87.51,493.44632,39308,0.17649636,6920.170683860779,-0.066267654,0.6519687473773956,3710976
51,-2.7394564,0.0,-0.68,85.74,474.544,39359,0.19698969,6927.729001522064,-0.06880648,0.7018409371376038,3715072
50,-2.748363,0.0,5.89,81.59,433.37057,39409,0.16843553,6935.2279686927795,-0.06273505,0.6472258567810059,3719168
48,-2.7446444,0.0,13.14,82.24,383.39572,39457,0.23849227,6942.477426767349,-0.06507889,0.7361566126346588,3723264
51,-2.7507215,0.0,10.45,82.02,350.5711,39508,0.23037858,6950.062358140945,-0.06549555,0.7506895810365677,3727360
49,-2.7607884,0.0,13.34,82.61,462.8251,39557,0.19113629,6957.430027484894,-0.057814088,0.6976791024208069,3731456
46,-2.7258964,0.0,14.84,84.98,532.5974,39603,0.45283854,6965.501089334488,-0.050256275,0.6893015503883362,3735552
46,-2.7314146,0.0,16.61,89.01,392.2051,39649,0.18117088,6972.890837669373,-0.07070997,0.7195493280887604,3739648
52,-2.7448583,0.0,6.22,83.76,514.8581,39701,0.16953573,6980.551559686661,-0.05893439,0.6685479581356049,3743744
47,-2.7343917,0.0,0.96,83.0,458.677,39748,0.16739249,6987.721608877182,-0.062349867,0.6934280395507812,3747840
51,-2.720348,0.0,10.45,84.86,467.52283,39799,0.1620409,7006.532378911972,-0.05428461,0.6847266256809235,3751936
50,-2.719503,0.0,19.19,81.75,393.34412,39849,0.19356331,7013.745184659958,-0.06221705,0.7163808047771454,3756032
46,-2.7589157,0.0,23.1,83.08,451.35776,39895,0.31657505,7021.922260284424,-0.067683406,0.733433187007904,3760128
53,-2.7683768,0.0,14.87,83.37,464.8615,39948,0.18003114,7029.106633424759,-0.056736335,0.6234014928340912,3764224
51,-2.771254,0.0,9.23,79.18,443.3864,39999,0.19302669,7036.878333806992,-0.05861556,0.7227837145328522,3768320
44,-2.7679398,0.0,5.15,85.73,426.9462,40043,0.23197933,7044.514288425446,-0.06554871,0.7083203792572021,3772416
50,-2.777635,0.0,16.94,87.1,455.1658,40093,0.1593381,7051.509349822998,-0.06217499,0.633307158946991,3776512
53,-2.7719827,0.0,6.85,79.74,437.86984,40146,0.1998235,7058.638414382935,-0.061780483,0.7018895447254181,3780608
42,-2.8009171,0.0,-1.1,86.9,516.46484,40188,0.17692132,7066.073379993439,-0.068081886,0.6662320196628571,3784704
49,-2.7599084,0.0,5.21,89.14,424.60977,40237,0.19989449,7072.727197170258,-0.065560915,0.5656125545501709,3788800
46,-2.7470403,0.0,-7.73,86.43,435.60446,40283,0.19801374,7080.447225570679,-0.07130239,0.695493757724762,3792896
48,-2.709993,0.0,-11.55,87.61,368.77914,40331,0.3747213,7087.852278709412,-0.036838435,0.721049964427948,3796992
47,-2.6634688,0.0,8.6,87.33,450.46457,40378,0.15821457,7095.269961118698,-0.06581707,0.6660855114459991,3801088
55,-2.65948,0.0,11.6,79.5,340.6104,40433,0.16599728,7102.342166423798,-0.061335143,0.7493489384651184,3805184
49,-2.6967318,0.0,-11.85,80.2,401.12448,40482,0.21720693,7109.710304021835,-0.06650349,0.5894815921783447,3809280
52,-2.6905065,0.0,2.58,80.42,494.72177,40534,0.16461869,7116.316835641861,-0.060453866,0.5921411514282227,3813376
42,-2.6897485,0.0,15.13,87.59,407.27213,40576,0.20344006,7124.056803703308,-0.05797759,0.6756377220153809,3817472
47,-2.7038865,0.0,20.39,92.16,326.61346,40623,0.26236236,7131.3648364543915,-0.06513005,0.7225071489810944,3821568
50,-2.678019,0.0,23.56,86.1,501.55103,40673,2.215006,7138.654531955719,0.0005957306,0.6380409896373749,3825664
46,-2.7046494,0.0,25.93,86.15,496.2211,40719,0.16280776,7145.906649589539,-0.06066077,0.6468679308891296,3829760
50,-2.6941986,0.0,19.23,85.51,457.43845,40769,0.121301256,7153.597482442856,-0.055779435,0.6714655756950378,3833856
51,-2.6890616,0.0,-2.51,80.95,504.59634,40820,0.14563371,7161.098484039307,-0.06380737,0.6527519822120667,3837952
49,-2.6910691,0.0,-5.4,81.83,474.66412,40869,0.16366182,7168.423189878464,-0.06179753,0.6157037019729614,3842048
53,-2.651047,0.0,-1.06,80.25,422.7183,40922,2.3786862,7175.939199209213,0.045367092,0.637193888425827,3846144
51,-2.634939,0.0,0.97,78.63,378.3427,40973,0.17629182,7183.415015220642,-0.06120476,0.6510689556598663,3850240
48,-2.6528614,0.0,2.69,83.1,410.21768,41021,0.13817605,7190.933007001877,-0.06508206,0.7518058866262436,3854336
47,-2.6681616,0.0,-2.48,85.04,471.9196,41068,0.14618722,7198.6834971904755,-0.060439534,0.5882227420806885,3858432
54,-2.6915545,0.0,-7.82,80.81,541.2263,41122,0.13940242,7206.540680646896,-0.06378265,0.5474393665790558,3862528
53,-2.6866345,0.0,-1.02,75.8,362.0141,41175,0.16945614,7213.8212077617645,-0.056713987,0.6665292382240295,3866624
43,-2.6924853,0.0,9.43,85.21,509.31253,41218,0.18171738,7221.598404407501,-0.059204865,0.6484628915786743,3870720
49,-2.6743026,0.0,7.97,87.96,397.1988,41267,0.18634702,7228.988283872604,-0.06314767,0.6767500042915344,3874816
51,-2.66989,0.0,1.57,81.91,406.44388,41318,0.17998303,7236.597887039185,-0.06253891,0.7124042809009552,3878912
50,-2.6483753,0.0,8.49,81.51,510.69907,41368,0.20075405,7243.600172519684,-0.063249804,0.6093122959136963,3883008
45,-2.61495,0.0,5.51,85.23,452.3375,41413,3.378119,7250.843711853027,0.08253371,0.6788003444671631,3887104
54,-2.6145625,0.0,-1.58,82.07,413.0389,41467,0.13651642,7258.15110039711,-0.05884957,0.696420818567276,3891200
50,-2.6223602,0.0,10.87,77.98,528.53265,41517,0.12993537,7265.364553689957,-0.060441405,0.6436699628829956,3895296
51,-2.6262984,0.0,25.6,81.78,386.38382,41568,0.1365211,7272.613590478897,-0.06029737,0.7502765953540802,3899392
47,-2.626617,0.0,17.84,83.69,491.66064,41615,0.14237702,7280.098414182663,-0.06400519,0.687021404504776,3903488
52,-2.6175685,0.0,-0.75,82.25,402.68628,41667,0.12704097,7287.186745405197,-0.06474453,0.7040412127971649,3907584
56,-2.633351,0.0,9.79,77.03,441.414,41723,0.13296825,7294.444011211395,-0.06758119,0.7370290756225586,3911680
53,-2.622359,0.0,23.47,75.32,576.8144,41776,0.13314793,7301.866760253906,-0.060622606,0.6800510287284851,3915776
49,-2.643875,0.0,30.27,80.55,541.869,41825,0.12459847,7309.544355392456,-0.055352785,0.7124510705471039,3919872
51,-2.657806,0.0,22.41,82.08,485.58292,41876,0.13142218,7317.412821531296,-0.067254975,0.6690273880958557,3923968
54,-2.6647334,0.0,11.7,78.2,429.8458,41930,0.2524455,7325.235133886337,-0.053495202,0.6840051412582397,3928064
47,-2.6614733,0.0,28.33,80.74,473.92926,41977,0.15465434,7332.981011629105,-0.06599322,0.6893529295921326,3932160
47,-2.6634507,0.0,17.41,87.67,527.53284,42024,0.22140636,7340.419230699539,-0.058710672,0.6741939783096313,3936256
44,-2.6661515,0.0,0.31,91.53,423.10397,42068,0.17095977,7347.55325293541,-0.065408304,0.6722975969314575,3940352
49,-2.666544,0.0,4.53,87.62,506.5233,42117,0.18058558,7355.3500328063965,-0.058851637,0.681926816701889,3944448
53,-2.6854093,0.0,14.18,81.44,491.63437,42170,0.16965236,7363.6455681324005,-0.06349913,0.667087733745575,3948544
53,-2.7001643,0.0,19.53,77.78,511.45078,42223,0.16621839,7371.702007293701,-0.051394086,0.6465882956981659,3952640
52,-2.7136245,0.0,19.41,78.79,425.05087,42275,0.24991511,7378.812173128128,-0.05455351,0.7584206610918045,3956736
48,-2.7500503,0.0,19.53,81.04,463.36032,42323,0.21219638,7386.540150403976,-0.059513893,0.7094051539897919,3960832
44,-2.7688293,0.0,19.04,86.14,473.21857,42367,0.17552681,7393.640192270279,-0.06136995,0.7154788672924042,3964928
47,-2.7592208,0.0,19.21,88.52,470.5591,42414,0.17352837,7400.909226894379,-0.06185714,0.6772086918354034,3969024
47,-2.745092,0.0,15.7,87.58,457.9267,42461,0.16634102,7408.579525709152,-0.067908876,0.7341950237751007,3973120
55,-2.75503,0.0,3.42,80.27,408.58624,42516,0.17707461,7416.361399888992,-0.059184633,0.7046581208705902,3977216
47,-2.7527175,0.0,-1.84,79.57,481.61694,42563,0.20407815,7423.793632268906,-0.055469528,0.6955887377262115,3981312
51,-2.692846,0.0,-2.44,83.45,461.17438,42614,1.7022265,7430.993599653244,0.04943433,0.7376236915588379,3985408
53,-2.6906114,0.0,1.29,78.7,532.1178,42667,0.13147275,7438.676560640335,-0.060148813,0.6738665699958801,3989504
48,-2.6877193,0.0,8.24,80.89,489.89014,42715,0.16963103,7446.171875,-0.062008064,0.6709592938423157,3993600
51,-2.6921287,0.0,14.67,82.51,587.75684,42766,0.1716884,7454.038690328598,-0.0565419,0.6217745840549469,3997696
54,-2.7033398,0.0,19.59,77.69,537.1341,42820,0.16022843,7472.246590137482,-0.06361524,0.6376145482063293,4001792
52,-2.6780908,0.0,12.82,77.11,437.2808,42872,0.15765207,7479.415842056274,-0.056734867,0.6941133439540863,4005888
53,-2.6865373,0.0,-4.6,78.65,460.01044,42925,0.16896607,7486.509963512421,-0.06296865,0.6715051829814911,4009984
58,-2.6971176,0.0,3.65,70.84,427.7801,42983,0.17841128,7493.919904232025,-0.062914066,0.65007683634758,4014080
45,-2.6698053,0.0,17.44,79.44,356.85065,43028,0.20815548,7501.412814855576,-0.05593727,0.7174362540245056,4018176
53,-2.65923,0.0,14.21,82.76,412.0912,43081,0.1416399,7508.467461824417,-0.060357876,0.7385103702545166,4022272
51,-2.6785018,0.0,13.9,79.03,454.62177,43132,0.1476182,7516.000658035278,-0.06080692,0.6096471846103668,4026368
55,-2.680994,0.0,6.76,76.67,380.28848,43187,0.1878411,7523.019051074982,-0.061051022,0.6509220004081726,4030464
52,-2.6690116,0.0,17.61,76.46,471.35443,43239,0.14954616,7529.927584648132,-0.062052593,0.6771663427352905,4034560
51,-2.679688,0.0,22.91,79.78,395.62598,43290,0.26414528,7537.110248804092,-0.052528862,0.6656509339809418,4038656
47,-2.6569352,0.0,19.8,83.24,489.30362,43337,0.42344633,7544.9513165950775,-0.04425093,0.7053840160369873,4042752
48,-2.6531878,0.0,12.01,85.6,560.7043,43385,0.17294942,7552.664403915405,-0.061637886,0.6382782161235809,4046848
51,-2.6511743,0.0,-2.95,82.26,426.83145,43436,0.1503684,7560.6231808662415,-0.06014844,0.6891404688358307,4050944
50,-2.636658,0.0,5.81,81.24,402.36694,43486,0.15361224,7567.95280122757,-0.062200002,0.732006162405014,4055040
51,-2.640309,0.0,2.24,80.65,502.76517,43537,0.16776034,7574.954416751862,-0.061117064,0.6311577558517456,4059136
52,-2.6228387,0.0,9.67,79.07,444.52292,43589,0.17000729,7582.362924337387,-0.060539007,0.7549540847539902,4063232
55,-2.6437423,0.0,17.44,76.48,440.5777,43644,0.15863363,7589.576407670975,-0.061149567,0.6430540680885315,4067328
55,-2.6547084,0.0,8.47,73.5,476.9214,43699,0.17354718,7597.425764799118,-0.06237143,0.7382445633411407,4071424
51,-2.6734867,0.0,3.24,78.29,551.1641,43750,0.15152712,7604.751928806305,-0.06395896,0.6530098617076874,4075520
51,-2.6331012,0.0,1.22,80.15,455.80704,43801,0.14767893,7611.717847824097,-0.063918516,0.6895915865898132,4079616
53,-2.6442266,0.0,3.29,78.99,478.39072,43854,0.16782194,7619.085751533508,-0.050892398,0.6021875441074371,4083712
47,-2.6180577,0.0,10.39,81.94,388.29388,43901,0.27468425,7626.83288526535,-0.055957213,0.6919695734977722,4087808
54,-2.6145797,0.0,7.44,81.69,477.8223,43955,0.15319331,7634.555652856827,-0.06744821,0.5968100428581238,4091904
54,-2.645132,0.0,-6.61,73.74,415.57578,44009,0.16224074,7642.302980899811,-0.06629396,0.6388667523860931,4096000
44,-2.6210628,0.0,-14.83,83.19,452.38205,44053,0.16663226,7649.740824460983,-0.06588945,0.6135037243366241,4100096
59,-2.5908108,0.0,2.38,78.9,349.4717,44112,0.17313518,7657.104434490204,-0.06317659,0.6841327846050262,4104192
47,-2.5982468,0.0,4.77,76.87,447.10992,44159,0.18935415,7664.850158452988,-0.06348691,0.7136944830417633,4108288
55,-2.6002197,0.0,12.91,79.51,409.959,44214,0.2497537,7672.511263847351,-0.060454216,0.7085930705070496,4112384
53,-2.6048124,0.0,6.4,77.61,457.91995,44267,0.15173817,7680.0511202812195,-0.058397036,0.6976096928119659,4116480
45,-2.615906,0.0,3.89,83.53,495.25186,44312,0.16951607,7688.031907558441,-0.057256877,0.6527688205242157,4120576
52,-2.6335354,0.0,8.43,84.99,375.46063,44364,0.26569134,7695.528445959091,-0.06631096,0.7407028675079346,4124672
50,-2.6288257,0.0,12.65,80.36,496.3989,44414,0.22425655,7702.78807258606,-0.05951401,0.6609304249286652,4128768
50,-2.6400313,0.0,21.24,81.87,560.43164,44464,0.16276972,7709.854618310928,-0.06301827,0.6288930177688599,4132864
54,-2.655858,0.0,17.45,78.72,509.46408,44518,0.18678825,7717.496322154999,-0.05649159,0.5867409706115723,4136960
49,-2.6710038,0.0,0.18,80.63,409.58258,44567,0.21037056,7724.1809339523315,-0.060206253,0.7013492286205292,4141056
51,-2.6855483,0.0,16.69,81.48,367.188,44618,0.14877462,7731.281386613846,-0.06629513,0.6665976047515869,4145152
57,-2.7143817,0.0,35.35,76.93,415.8343,44675,0.24807082,7738.9027009010315,-0.06305162,0.662714809179306,4149248
46,-2.7071185,0.0,27.58,79.92,449.0164,44721,0.17943738,7746.475922584534,-0.062311437,0.6569770872592926,4153344
56,-2.6765704,0.0,8.26,79.77,400.48666,44777,0.20441554,7753.830487251282,-0.055437107,0.6728103756904602,4157440
55,-2.6791687,0.0,2.71,73.16,409.63855,44832,0.16773574,7761.604235172272,-0.059017602,0.7018762826919556,4161536
54,-2.6761575,0.0,-4.38,76.05,387.33954,44886,0.1759515,7769.081202983856,-0.06298414,0.7149538993835449,4165632
48,-2.7013555,0.0,5.19,80.0,417.3614,44934,0.1443999,7776.332000017166,-0.06517207,0.6784591376781464,4169728
53,-2.6967971,0.0,13.76,80.13,422.4549,44987,0.17526552,7783.415608882904,-0.06014193,0.6834879219532013,4173824
55,-2.6791434,0.0,10.42,75.94,473.20306,45042,0.16478942,7790.9171097278595,-0.0614708,0.6945110857486725,4177920
50,-2.6872962,0.0,7.83,79.49,535.8021,45092,0.15523891,7798.4126517772675,-0.062168937,0.6505019664764404,4182016
50,-2.7027488,0.0,12.03,81.41,493.95493,45142,0.20482041,7805.562642812729,-0.059592843,0.7364029884338379,4186112
47,-2.6829388,0.0,23.5,84.59,547.13586,45189,0.1907869,7812.729415178299,-0.058064576,0.6571270525455475,4190208
50,-2.667623,0.0,11.9,83.97,419.52966,45239,0.15413046,7819.860477685928,-0.06699695,0.6735160946846008,4194304
47,-2.6627853,0.0,9.46,84.29,417.7147,45286,0.19068366,7826.86444067955,-0.06424011,0.6847750544548035,4198400
50,-2.704619,0.0,13.48,84.59,422.15823,45336,0.19904648,7833.861906051636,-0.066745594,0.6891414821147919,4202496
49,-2.6950214,0.0,0.59,83.34,468.81323,45385,0.16736814,7840.6649668216705,-0.05840271,0.6299271285533905,4206592
51,-2.6946921,0.0,1.19,81.88,473.0772,45436,0.21124145,7847.778864860535,-0.0646324,0.7117826640605927,4210688
52,-2.6831806,0.0,19.45,78.64,519.0605,45488,0.15221468,7855.140184402466,-0.0627561,0.6834409236907959,4214784
53,-2.6921554,0.0,18.26,77.47,490.40784,45541,0.21068963,7863.18948674202,-0.06573647,0.7045626640319824,4218880
51,-2.6947024,0.0,5.2,77.71,466.54138,45592,0.16712698,7870.520462989807,-0.059772998,0.7162232100963593,4222976
49,-2.6937006,0.0,-15.89,82.4,392.13663,45641,0.18001106,7877.578448295593,-0.06123543,0.7035309970378876,4227072
53,-2.7086692,0.0,-8.32,80.77,531.96655,45694,0.14872475,7884.40100479126,-0.069562666,0.6809213757514954,4231168
53,-2.7171023,0.0,8.95,75.89,548.97,45747,0.21339622,7891.244647502899,-0.062794596,0.6171652376651764,4235264
53,-2.693254,0.0,-3.22,77.99,373.75082,45800,0.45333758,7898.28418469429,-0.052440338,0.713886946439743,4239360
48,-2.6765552,0.0,-9.02,81.06,417.6571,45848,0.1935593,7905.680248737335,-0.062015407,0.6928748786449432,4243456
46,-2.673569,0.0,-4.11,86.88,490.6931,45894,0.22048295,7912.846208810806,-0.06767018,0.7029545605182648,4247552
50,-2.6952777,0.0,2.49,84.31,371.71945,45944,0.32481062,7930.44894695282,-0.05894977,0.7638187855482101,4251648
56,-2.6997125,0.0,-4.48,75.7,558.1953,46000,0.14840244,7937.945710897446,-0.05725259,0.6710376441478729,4255744
52,-2.7323775,0.0,-9.92,77.73,515.63184,46052,0.16626552,7945.397760152817,-0.057828955,0.6681988835334778,4259840
52,-2.729706,0.0,-11.04,78.06,419.36716,46104,0.19330627,7952.837645292282,-0.058550254,0.7070479989051819,4263936
51,-2.7691789,0.0,-4.48,78.59,444.6536,46155,0.17683904,7960.085544586182,-0.057569336,0.7216911315917969,4268032
46,-2.7588658,0.0,-9.0,84.53,460.10403,46201,0.19348499,7967.145362377167,-0.057456758,0.7011718451976776,4272128
59,-2.7796922,0.0,-8.52,78.32,406.01642,46260,0.20290387,7974.282277584076,-0.059696335,0.5914404988288879,4276224
48,-2.760096,0.0,-8.57,77.4,329.2858,46308,0.17189555,7981.071874380112,-0.055279665,0.7948241531848907,4280320
48,-2.768645,0.0,-0.06,84.62,498.78574,46356,0.2086146,7988.748007059097,-0.05345918,0.6696050763130188,4284416
53,-2.7433887,0.0,10.9,80.52,475.04056,46409,0.16348313,7996.391642808914,-0.05572441,0.7061460018157959,4288512
48,-2.7577195,0.0,0.53,81.04,478.54764,46457,0.22881885,8003.404841899872,-0.06565795,0.6942378878593445,4292608
53,-2.7496383,0.0,4.57,81.39,447.36627,46510,0.17423129,8010.481637001038,-0.060398266,0.7316337823867798,4296704
54,-2.7664027,0.0,12.69,76.19,575.7672,46564,0.16393305,8018.089493513107,-0.062051386,0.6502151489257812,4300800
52,-2.7310472,0.0,9.88,76.99,530.75287,46616,0.17323896,8025.540497779846,-0.06714565,0.7050649225711823,4304896
56,-2.729635,0.0,6.1,75.9,551.51746,46672,0.17083497,8032.48469376564,-0.062012922,0.6252714097499847,4308992
49,-2.7449203,0.0,16.32,78.8,417.14874,46721,0.16014555,8039.868453025818,-0.068586014,0.6518020629882812,4313088
53,-2.7296612,0.0,20.44,79.91,478.1563,46774,0.36959183,8046.912176609039,-0.04221638,0.6540549993515015,4317184
50,-2.740666,0.0,-1.12,78.75,411.38016,46824,0.16821684,8054.206054210663,-0.05445925,0.706726998090744,4321280
55,-2.7444358,0.0,4.61,78.49,343.3953,46879,0.20406017,8061.992108106613,-0.05560829,0.7574440389871597,4325376
50,-2.7642615,0.0,18.22,76.35,446.33768,46929,0.19634092,8069.777334690094,-0.06175006,0.7105080485343933,4329472
54,-2.765987,0.0,15.83,78.75,463.0843,46983,0.1974652,8077.3553586006165,-0.0561458,0.660968691110611,4333568
56,-2.7772174,0.0,12.98,74.59,390.24796,47039,0.22743922,8084.913044214249,-0.066007435,0.7282978296279907,4337664
54,-2.7926495,0.0,-1.35,74.5,446.24472,47093,0.16621609,8092.018209218979,-0.058355227,0.6666896045207977,4341760
54,-2.767775,0.0,3.82,74.65,439.8799,47147,0.22429146,8099.088909626007,-0.056938447,0.712072879076004,4345856
57,-2.7493746,0.0,-4.53,74.46,468.75162,47204,0.14529982,8106.551425218582,-0.05910573,0.6236157417297363,4349952
52,-2.722178,0.0,11.17,75.88,522.87756,47256,0.17342134,8113.459936141968,-0.05287895,0.5811609923839569,4354048
53,-2.731542,0.0,18.62,77.1,412.744,47309,0.25508642,8120.91535449028,-0.06277716,0.7055023610591888,4358144
50,-2.729396,0.0,4.61,80.36,441.8932,47359,0.19001403,8127.90757894516,-0.054474182,0.67882040143013,4362240
51,-2.7324681,0.0,9.88,80.67,479.7165,47410,0.15264063,8134.452663421631,-0.0643491,0.6791625618934631,4366336
44,-2.7165666,0.0,6.46,84.08,445.11346,47454,0.18485697,8142.038880825043,-0.06456653,0.659280389547348,4370432
57,-2.7503464,0.0,1.1,81.01,414.37326,47511,0.17920914,8149.347872972488,-0.061546605,0.7271321713924408,4374528
49,-2.7543888,0.0,11.55,78.16,537.55865,47560,0.16534008,8156.528519630432,-0.058682833,0.6638406217098236,4378624
51,-2.7505937,0.0,-1.92,81.36,474.46048,47611,0.26772422,8164.0858380794525,-0.05158129,0.6370719373226166,4382720
48,-2.7668862,0.0,-5.66,81.81,494.88345,47659,0.19515498,8171.317130565643,-0.067855984,0.6620594561100006,4386816
49,-2.7332263,0.0,3.19,83.78,486.73395,47708,0.5245434,8179.294558763504,-0.029815579,0.6764728426933289,4390912
48,-2.7368484,0.0,2.25,85.09,431.90012,47756,0.15889135,8186.427397966385,-0.0588484,0.6871774196624756,4395008
49,-2.7353158,0.0,-2.52,84.95,450.045,47805,0.14515297,8193.924943685532,-0.055602558,0.688107430934906,4399104
53,-2.760121,0.0,10.51,80.57,391.6182,47858,0.14166264,8201.245069503784,-0.06077394,0.6916915476322174,4403200
53,-2.7716424,0.0,18.19,76.76,411.69412,47911,0.20240785,8208.219703674316,-0.063124835,0.6697021126747131,4407296
52,-2.77392,0.0,1.08,77.53,402.29926,47963,0.15675801,8215.340034484863,-0.057580438,0.6799383163452148,4411392
45,-2.7672274,0.0,-8.06,83.15,492.9398,48008,0.16146271,8223.43410873413,-0.057772104,0.6322647929191589,4415488
52,-2.7654681,0.0,3.93,84.37,447.64667,48060,0.1457775,8231.150417804718,-0.05804295,0.7249024212360382,4419584
