loss_pol_surr,EpRewMean,loss_kl,TimeElapsed,ev_tdlam_before,TimestepsSoFar,EpisodesSoFar,loss_ent,EpLenMean,EpThisIter,loss_pol_entpen,loss_vf_loss
-0.028554626,53.07,0.005369114,8008.571841478348,0.6851866245269775,4272128,38239,2.6579285,116.81,27,0.0,435.81546
-0.026785411,49.89,0.0040610395,8016.427382230759,0.7555567771196365,4276224,38275,2.6500397,119.72,36,0.0,434.30823
-0.029717177,54.75,0.0051023765,8023.89139008522,0.7557175904512405,4280320,38311,2.647949,123.27,36,0.0,366.6542
-0.026292607,48.5,0.004160482,8031.456190824509,0.7208376526832581,4284416,38349,2.651154,109.9,38,0.0,503.52924
-0.029152462,46.99,0.0045948117,8039.004838943481,0.7734807580709457,4288512,38388,2.6500545,106.56,39,0.0,440.75443
-0.028576307,32.9,0.0050439034,8046.425841808319,0.7836291640996933,4292608,38422,2.6498568,112.13,34,0.0,400.24728
-0.027090786,36.69,0.005125008,8053.929931163788,0.7574706673622131,4296704,38459,2.6461897,114.19,37,0.0,479.73013
-0.026158014,54.21,0.0042305384,8061.485949516296,0.7462229430675507,4300800,38498,2.6441042,109.78,39,0.0,455.39474
-0.02745346,54.29,0.0049614264,8069.213487625122,0.6558350026607513,4304896,38529,2.6377008,115.13,31,0.0,540.08765
-0.02788708,54.2,0.0051596663,8077.6892256736755,0.7584078758955002,4308992,38563,2.6430192,116.05,34,0.0,399.1456
-0.027857175,64.56,0.0045117023,8085.878247022629,0.6838807165622711,4313088,38599,2.6422896,122.21,36,0.0,308.80307
-0.02913927,76.64,0.0044769463,8093.43480181694,0.7889390289783478,4317184,38632,2.6367242,117.87,33,0.0,333.52304
-0.026233174,76.28,0.0044957856,8100.943114519119,0.6632461845874786,4321280,38670,2.6364274,114.18,38,0.0,521.48346
-0.030155392,63.51,0.0055584614,8108.107917308807,0.7196646630764008,4325376,38703,2.6293015,117.95,33,0.0,353.9575
-0.02861799,63.25,0.00467647,8115.419221639633,0.7941190004348755,4329472,38740,2.6234643,112.98,37,0.0,283.12607
-0.028670257,58.95,0.00509618,8123.205568313599,0.7237579822540283,4333568,38778,2.6188757,112.82,38,0.0,445.66458
-0.027951865,63.17,0.004948876,8130.98862361908,0.7493705451488495,4337664,38816,2.6178591,109.44,38,0.0,505.3667
-0.030882,43.77,0.0049405764,8138.653648138046,0.7330357432365417,4341760,38846,2.609956,117.08,30,0.0,434.00034
-0.028976794,47.04,0.004646603,8145.845665693283,0.665332704782486,4345856,38882,2.611227,117.4,36,0.0,466.77664
-0.02850533,41.71,0.0061239963,8153.667393684387,0.6853940784931183,4349952,38914,2.609874,123.23,32,0.0,447.56125
-0.028507264,60.24,0.004345865,8161.466783761978,0.7504937797784805,4354048,38952,2.603811,115.73,38,0.0,413.16595
-0.026624665,60.97,0.0049872426,8169.388420581818,0.7916613221168518,4358144,38990,2.6042635,113.27,38,0.0,376.48425
-0.02787243,60.17,0.0052263564,8176.885830640793,0.7027227580547333,4362240,39027,2.600565,107.46,37,0.0,439.8605
-0.02744509,57.52,0.004671813,8184.704914093018,0.6622197329998016,4366336,39058,2.5959315,118.19,31,0.0,405.3508
-0.030503854,54.88,0.0056043533,8192.044695615768,0.7682351171970367,4370432,39093,2.596069,120.33,35,0.0,405.35745
-0.027159382,52.14,0.0044125062,8199.03217124939,0.7877452969551086,4374528,39132,2.5990298,116.21,39,0.0,378.48468
-0.028765451,65.19,0.0054126475,8206.775850057602,0.653860479593277,4378624,39167,2.591898,110.51,35,0.0,404.01917
-0.029391218,81.52,0.005548827,8214.472502946854,0.5985356569290161,4382720,39198,2.5850477,114.85,31,0.0,468.5998
-0.029605143,71.18,0.006007843,8221.757677078247,0.6882370412349701,4386816,39229,2.5799363,126.66,31,0.0,338.72702
-0.030960469,61.6,0.005453493,8229.525460243225,0.6747148633003235,4390912,39259,2.5775092,131.0,30,0.0,437.3492
-0.028935121,52.53,0.0050055594,8236.518441677094,0.7990768104791641,4395008,39296,2.5752823,125.62,37,0.0,327.2409
-0.029925033,56.82,0.004972089,8244.167535066605,0.744732528924942,4399104,39325,2.570196,127.73,29,0.0,331.67444
-0.027681226,59.28,0.004218578,8251.329982042313,0.7303380072116852,4403200,39360,2.5700474,121.4,35,0.0,366.64673
-0.028763754,44.76,0.004881935,8259.003990411758,0.7212250232696533,4407296,39394,2.5728927,125.28,34,0.0,398.69397
-0.027810596,46.69,0.0049488964,8266.76620721817,0.771102249622345,4411392,39432,2.5718846,113.84,38,0.0,312.84793
-0.029354084,49.27,0.0055562844,8274.42593073845,0.774707093834877,4415488,39466,2.569015,114.85,34,0.0,336.08618
-0.025236864,81.11,0.004550482,8281.774470567703,0.7053610384464264,4419584,39508,2.5650072,106.2,42,0.0,325.2285
-0.027816178,83.4,0.004847052,8289.766993045807,0.8117065578699112,4423680,39550,2.5655057,102.71,42,0.0,289.40256
-0.026075875,72.32,0.0042270767,8297.385665416718,0.7168678045272827,4427776,39590,2.5608413,99.64,40,0.0,524.56506
-0.02884954,57.19,0.0053662476,8304.76997256279,0.7098825573921204,4431872,39630,2.5575304,101.21,40,0.0,458.7682
-0.028068224,52.84,0.0043869796,8312.597862482071,0.7810637056827545,4435968,39670,2.5529537,101.54,40,0.0,419.11703
-0.027586687,58.67,0.0045120716,8319.932439088821,0.7754723876714706,4440064,39707,2.5514574,105.9,37,0.0,380.99344
-0.029245839,59.77,0.005525964,8327.433151960373,0.7413721680641174,4444160,39739,2.548615,113.87,32,0.0,398.99594
-0.026693638,54.99,0.004178218,8335.03817820549,0.7452061176300049,4448256,39772,2.5485735,120.5,33,0.0,472.74265
-0.025528785,53.11,0.004787161,8342.910279512405,0.7327910959720612,4452352,39813,2.5465605,114.07,41,0.0,370.29333
-0.029767955,47.77,0.0047230525,8350.562910318375,0.8040377050638199,4456448,39854,2.5456529,103.9,41,0.0,399.92865
-0.026411418,59.85,0.004330182,8358.463410615921,0.7362562716007233,4460544,39891,2.5437374,105.57,37,0.0,434.77084
-0.029756399,56.26,0.0054486166,8366.039019823074,0.7168927788734436,4464640,39924,2.5420537,110.7,33,0.0,414.8755
-0.0282522,55.22,0.0050871475,8373.5287733078,0.7616315484046936,4468736,39957,2.5367742,118.82,33,0.0,425.58813
-0.025540555,51.47,0.004236214,8381.287096977234,0.6217900514602661,4472832,39994,2.5352066,119.68,37,0.0,422.34662
-0.026707605,39.08,0.004393348,8389.001201152802,0.7771242558956146,4476928,40029,2.533865,115.35,35,0.0,382.45273
-0.026108272,43.57,0.0050035454,8396.775402545929,0.7306561768054962,4481024,40059,2.5316632,120.99,30,0.0,377.54614
-0.026046585,34.53,0.0038068106,8404.419407129288,0.787944495677948,4485120,40094,2.5283308,123.27,35,0.0,434.49722
-0.027945362,53.53,0.0048079677,8412.117905139923,0.7491827607154846,4489216,40127,2.5212297,126.51,33,0.0,397.51288
-0.02868175,50.66,0.0046541183,8419.451838493347,0.760157436132431,4493312,40161,2.5263307,121.02,34,0.0,398.96786
-0.026689736,49.12,0.0042271824,8426.875412464142,0.7754321545362473,4497408,40193,2.5199997,123.4,32,0.0,417.01785
-0.025959713,41.84,0.004391446,8448.592242956161,0.7241919040679932,4501504,40230,2.5175078,119.01,37,0.0,560.19165
-0.025835866,49.39,0.004564648,8455.79365324974,0.8306117951869965,4505600,40269,2.5157468,111.43,39,0.0,377.2842
-0.02956606,56.47,0.004622699,8463.672559976578,0.7708581835031509,4509696,40305,2.509868,107.42,36,0.0,395.3849
-0.026651487,57.84,0.004844935,8470.996505737305,0.747722327709198,4513792,40340,2.5094652,112.58,35,0.0,372.82587
-0.032168906,65.79,0.0055911765,8478.473426580429,0.7836015969514847,4517888,40370,2.509232,122.03,30,0.0,352.35934
-0.027056376,74.86,0.004621938,8486.429411888123,0.7830713987350464,4521984,40409,2.5080256,118.69,39,0.0,383.99228
-0.030276436,69.25,0.0049033035,8493.626178503036,0.6418790221214294,4526080,40439,2.4999752,122.45,30,0.0,472.05423
-0.026447572,59.3,0.004275853,8501.127870559692,0.6982209980487823,4530176,40479,2.49621,112.04,40,0.0,404.55676
-0.030743996,47.96,0.0052494192,8508.418343305588,0.8243718445301056,4534272,40513,2.4943638,119.07,34,0.0,313.32635
-0.026936635,55.55,0.005005475,8516.23120546341,0.8115176558494568,4538368,40551,2.4913578,111.54,38,0.0,380.54276
-0.02720795,45.62,0.0048890654,8523.197249412537,0.7421078085899353,4542464,40585,2.4897766,113.18,34,0.0,465.38843
-0.027913852,46.18,0.0041273795,8530.86740398407,0.7196814119815826,4546560,40623,2.4873824,113.92,38,0.0,457.48315
-0.029154278,39.42,0.0052790125,8538.11391377449,0.6977623403072357,4550656,40656,2.4856105,116.03,33,0.0,433.7248
-0.027926594,51.95,0.00479895,8545.58150267601,0.7534630745649338,4554752,40688,2.48078,120.7,32,0.0,333.60034
-0.03023477,62.72,0.0048391474,8552.914566755295,0.7404535412788391,4558848,40721,2.4755352,124.78,33,0.0,386.73834
-0.02964542,70.57,0.005085467,8560.443643569946,0.7541719824075699,4562944,40755,2.4668062,124.31,34,0.0,357.197
-0.027382048,61.9,0.004244561,8567.885020971298,0.7629529535770416,4567040,40793,2.4650679,118.97,38,0.0,427.99417
-0.028841592,56.69,0.005079425,8575.455470323563,0.7558085173368454,4571136,40827,2.4633837,115.22,34,0.0,402.454
-0.028514143,55.56,0.005044897,8583.075774669647,0.7742148488759995,4575232,40863,2.461182,113.94,36,0.0,400.97882
-0.028149791,62.07,0.00491688,8590.038091421127,0.7414247393608093,4579328,40898,2.4553132,115.65,35,0.0,464.7826
-0.030485759,64.9,0.0051327576,8597.226454019547,0.6972776353359222,4583424,40933,2.4507961,115.62,35,0.0,457.99463
-0.02714953,69.42,0.0048774257,8604.293730735779,0.7672928273677826,4587520,40969,2.4458318,116.41,36,0.0,341.9778
-0.030950252,69.34,0.005189048,8611.887719631195,0.7752848565578461,4591616,41003,2.4422362,118.42,34,0.0,372.53534
-0.027056422,64.19,0.004760903,8619.136712789536,0.7124883532524109,4595712,41045,2.435974,109.37,42,0.0,409.75113
-0.02774177,59.36,0.004808045,8626.055712938309,0.6516613960266113,4599808,41084,2.4304945,106.23,39,0.0,404.93948
-0.02812079,70.73,0.00488223,8633.705902576447,0.7397368252277374,4603904,41117,2.432755,109.58,33,0.0,405.8201
-0.029716345,63.11,0.004787387,8641.418879032135,0.774812176823616,4608000,41149,2.4281569,119.41,32,0.0,380.79755
-0.030801293,52.73,0.00478242,8648.723865270615,0.7192356884479523,4612096,41182,2.4268432,125.63,33,0.0,400.45737
-0.02915737,59.91,0.005447132,8656.467141866684,0.7564869970083237,4616192,41219,2.4223025,119.71,37,0.0,350.14325
-0.030135985,65.83,0.0048226058,8664.060163974762,0.7904428243637085,4620288,41256,2.4207976,114.53,37,0.0,391.23578
-0.029387444,70.37,0.004399111,8672.165083646774,0.7442637979984283,4624384,41292,2.417969,111.55,36,0.0,399.18805
-0.02663734,60.05,0.0049339775,8679.380659341812,0.6759333610534668,4628480,41328,2.418326,112.88,36,0.0,427.6899
-0.030174926,64.72,0.005122902,8686.99293589592,0.77944415807724,4632576,41365,2.4208128,111.98,37,0.0,307.7468
-0.029307535,54.46,0.0048835315,8694.511241197586,0.7707443982362747,4636672,41401,2.4211516,112.78,36,0.0,458.11154
-0.027657036,54.12,0.004106016,8702.207244634628,0.7440763115882874,4640768,41443,2.4199069,101.1,42,0.0,416.88846
-0.02977077,55.45,0.0050711636,8709.67666387558,0.7888845354318619,4644864,41479,2.4196916,105.18,36,0.0,379.36194
-0.030385215,58.58,0.0055175005,8716.99473953247,0.7527867257595062,4648960,41515,2.4175768,107.83,36,0.0,444.47968
-0.028565096,72.08,0.0043783123,8724.39903330803,0.7966724932193756,4653056,41550,2.4133897,113.35,35,0.0,334.505
-0.026666313,62.61,0.004735661,8731.948835611343,0.7689697593450546,4657152,41590,2.4110277,110.08,40,0.0,427.72415
-0.028250106,46.5,0.0042169727,8739.62484073639,0.7964977920055389,4661248,41626,2.4089754,110.54,36,0.0,394.80206
-0.029961932,53.17,0.0051799826,8746.677772045135,0.8115662187337875,4665344,41670,2.4067538,104.9,44,0.0,326.7537
-0.026587065,71.03,0.0043241666,8754.118917226791,0.6803415417671204,4669440,41705,2.404861,108.82,35,0.0,479.59668
-0.02923945,76.21,0.005378784,8761.723509550095,0.7802260965108871,4673536,41744,2.4026167,108.02,39,0.0,375.6073
-0.03042301,68.94,0.0053112856,8769.416533231735,0.7033588588237762,4677632,41777,2.4033613,116.37,33,0.0,427.15912
-0.024245255,62.5,0.0039201356,8777.2212100029,0.6924803853034973,4681728,41812,2.4057477,115.66,35,0.0,428.33853
-0.027614975,49.9,0.0047589117,8784.979532718658,0.8143431544303894,4685824,41847,2.3989458,118.47,35,0.0,361.22665
-0.028487392,58.31,0.0049159457,8792.4323990345,0.7390513122081757,4689920,41884,2.3983006,114.91,37,0.0,396.62796
-0.02778877,51.27,0.004736637,8799.820582151413,0.7869124263525009,4694016,41913,2.3975985,120.73,29,0.0,370.29413
-0.029592287,53.83,0.005302274,8807.520379304886,0.6826992630958557,4698112,41951,2.3898025,117.41,38,0.0,482.30988
-0.028636979,42.75,0.004699626,8815.121345281601,0.7923607677221298,4702208,41982,2.384729,125.28,31,0.0,371.9272
-0.027885374,54.89,0.00463172,8822.148523807526,0.6216798722743988,4706304,42019,2.3821511,118.28,37,0.0,371.387
-0.029450111,47.86,0.004606974,8829.869782447815,0.8277424424886703,4710400,42056,2.3801436,116.23,37,0.0,325.42032
-0.031561654,55.85,0.005848794,8837.279839515686,0.7677689641714096,4714496,42091,2.3755174,110.32,35,0.0,359.1063
-0.030553937,50.16,0.00534712,8844.631657123566,0.7589678168296814,4718592,42126,2.3769393,114.07,35,0.0,377.89822
-0.028678466,49.81,0.005142288,8852.042242527008,0.7418233752250671,4722688,42161,2.3733537,119.21,35,0.0,405.53156
-0.026967565,52.85,0.0045937533,8859.134777069092,0.7517183870077133,4726784,42201,2.376563,109.5,40,0.0,353.39438
-0.029158,65.18,0.0050222226,8866.511733293533,0.7322703897953033,4730880,42238,2.3649595,108.38,37,0.0,489.70615
-0.029181672,67.02,0.0047475635,8874.077197790146,0.7878059595823288,4734976,42271,2.357554,113.27,33,0.0,331.34302
-0.030041479,69.8,0.004798201,8881.896852493286,0.7920728474855423,4739072,42307,2.3552089,115.4,36,0.0,345.63428
-0.027676158,79.21,0.0042780573,8889.534145593643,0.7405742108821869,4743168,42344,2.3516185,115.65,37,0.0,358.95615
-0.026754038,77.95,0.0039703194,8897.269364356995,0.6776498258113861,4747264,42375,2.3494875,116.98,31,0.0,435.5017
-0.030453354,77.68,0.0054030996,8921.523553609848,0.753232479095459,4751360,42410,2.3490145,120.3,35,0.0,331.6834
-0.027924944,76.05,0.0049001365,8928.851299762726,0.7811128944158554,4755456,42448,2.3531642,117.11,38,0.0,336.33902
-0.031964634,73.43,0.0052233962,8936.322078466415,0.7363900542259216,4759552,42479,2.3450313,118.97,31,0.0,360.25378
-0.028152082,74.12,0.004892314,8943.688579082489,0.7907525897026062,4763648,42517,2.338552,115.1,38,0.0,317.0838
-0.02840427,70.58,0.004886799,8951.365066051483,0.7491599023342133,4767744,42552,2.335693,117.04,35,0.0,448.7631
-0.027939305,76.91,0.0043921727,8959.51173210144,0.8252558261156082,4771840,42588,2.3332963,113.65,36,0.0,259.3859
-0.028272577,65.87,0.005298731,8966.888624429703,0.6237182319164276,4775936,42622,2.328874,118.12,34,0.0,435.953
-0.025657007,67.33,0.004081662,8974.337069034576,0.7429832816123962,4780032,42659,2.3261974,113.98,37,0.0,326.36667
-0.028604541,44.68,0.004473617,8981.65617966652,0.7693601697683334,4784128,42693,2.3220198,117.51,34,0.0,413.10944
-0.02958083,38.11,0.004080355,8989.334755420685,0.753292128443718,4788224,42724,2.3205562,119.33,31,0.0,469.36063
-0.028670914,31.74,0.0044470294,8997.145211458206,0.7858926802873611,4792320,42760,2.326426,122.0,36,0.0,410.14
-0.028412256,49.0,0.0037524174,9005.107312202454,0.8001219183206558,4796416,42801,2.319833,111.9,41,0.0,294.9053
-0.027102787,70.55,0.0046879617,9012.859308242798,0.745222419500351,4800512,42838,2.3171437,105.42,37,0.0,300.3297
-0.030077297,66.76,0.004405994,9020.530385255814,0.8223216086626053,4804608,42874,2.3110044,109.48,36,0.0,303.54312
-0.026913885,66.69,0.0042246957,9027.503531217575,0.7319995760917664,4808704,42907,2.3124592,116.72,33,0.0,431.84427
-0.02871348,55.95,0.0051246444,9034.912224054337,0.7454658150672913,4812800,42938,2.313187,122.61,31,0.0,421.4071
-0.028564846,60.15,0.005276051,9042.101894378662,0.7672983258962631,4816896,42971,2.3064208,126.84,33,0.0,403.527
-0.028576475,61.05,0.00476825,9049.340784072876,0.6971959173679352,4820992,43000,2.3004744,129.11,29,0.0,470.75076
-0.027307458,66.65,0.0047739246,9057.099378347397,0.7382837533950806,4825088,43036,2.2915797,125.56,36,0.0,358.13553
-0.03089998,54.59,0.005359151,9065.122022867203,0.7338623106479645,4829184,43067,2.2855837,127.57,31,0.0,439.42227
-0.028062176,57.11,0.0047210976,9072.936862945557,0.7477531433105469,4833280,43097,2.282069,125.1,30,0.0,361.2159
-0.029614363,33.05,0.004780088,9080.91552233696,0.7162442207336426,4837376,43128,2.281754,131.67,31,0.0,445.56717
-0.027997926,41.6,0.004765506,9088.34650015831,0.717863917350769,4841472,43161,2.279909,129.41,33,0.0,399.78674
-0.03164021,50.52,0.0053680437,9095.613595247269,0.7780191600322723,4845568,43198,2.2794855,122.31,37,0.0,352.57523
-0.027078887,56.34,0.004267064,9103.237453460693,0.6847067475318909,4849664,43234,2.2770994,114.61,36,0.0,561.4825
-0.026960637,51.28,0.0045628394,9111.115320920944,0.7214220762252808,4853760,43271,2.274206,112.29,37,0.0,434.75052
-0.030091127,36.68,0.004641862,9118.533268928528,0.7287970185279846,4857856,43306,2.2745836,112.59,35,0.0,529.6807
-0.027613124,55.58,0.004698455,9125.91034412384,0.7738554030656815,4861952,43345,2.2729275,110.4,39,0.0,318.12366
-0.028242659,56.27,0.005136131,9133.44062948227,0.7859302759170532,4866048,43382,2.2727342,109.82,37,0.0,457.7135
-0.027528606,63.47,0.005325337,9141.309126377106,0.7422309815883636,4870144,43416,2.272532,113.53,34,0.0,400.15042
-0.028640674,55.65,0.0045930133,9149.19606757164,0.7258022725582123,4874240,43449,2.273458,117.82,33,0.0,400.4207
-0.028227918,56.17,0.0054836506,9157.056862354279,0.7810984253883362,4878336,43481,2.2731154,122.94,32,0.0,329.96567
-0.029747795,55.7,0.0044144676,9164.755290031433,0.8566223978996277,4882432,43521,2.274546,117.09,40,0.0,291.21222
-0.027002295,58.34,0.004337247,9172.462193727493,0.7257198989391327,4886528,43558,2.2751603,111.82,37,0.0,400.10245
-0.029055431,73.25,0.0046275165,9179.854708433151,0.7959449589252472,4890624,43591,2.276208,112.71,33,0.0,311.1728
-0.029455097,67.92,0.0050169206,9187.319416999817,0.7119764089584351,4894720,43624,2.2727046,119.55,33,0.0,459.2393
-0.028865688,47.9,0.004783879,9195.009345769882,0.7869474440813065,4898816,43659,2.2726138,121.39,35,0.0,354.68442
-0.029462531,52.4,0.005264703,9202.32950925827,0.7799471318721771,4902912,43699,2.2724981,110.91,40,0.0,346.97815
-0.028075399,62.97,0.0047032875,9209.656906604767,0.7316522002220154,4907008,43733,2.27002,111.71,34,0.0,437.94745
-0.030482301,80.24,0.0052573592,9217.480163097382,0.8399857729673386,4911104,43768,2.2675474,113.82,35,0.0,309.565
-0.026526196,71.99,0.004736242,9225.038815021515,0.7747332900762558,4915200,43806,2.2689734,116.05,38,0.0,363.31372
-0.028342579,52.61,0.0046020495,9232.450630187988,0.757142961025238,4919296,43840,2.2684474,112.67,34,0.0,421.50592
-0.027981134,44.95,0.004076877,9240.589487791061,0.800062894821167,4923392,43880,2.267317,110.28,40,0.0,410.06052
-0.030295622,47.72,0.0051637427,9248.766807317734,0.7904362380504608,4927488,43910,2.2680342,119.02,30,0.0,365.9618
-0.027213598,64.22,0.0046367794,9256.936536312103,0.7792516946792603,4931584,43951,2.2630918,110.26,41,0.0,411.8772
-0.026842704,72.37,0.0045542945,9264.678401947021,0.7741468250751495,4935680,43992,2.2599928,102.16,41,0.0,374.26608
-0.029457305,78.61,0.005408126,9272.304272890091,0.7640332579612732,4939776,44025,2.2581384,108.82,33,0.0,415.4176
-0.02588867,65.69,0.0038344134,9280.460103750229,0.5844554603099823,4943872,44063,2.2508037,110.89,38,0.0,584.2005
-0.029651482,50.29,0.0048502195,9288.17785024643,0.6777385175228119,4947968,44095,2.2497191,119.92,32,0.0,479.1903
-0.028246276,44.92,0.004561235,9296.035939693451,0.6781347990036011,4952064,44129,2.2477214,118.47,34,0.0,485.83853
-0.032021683,55.55,0.0060689864,9303.964048624039,0.7297443151473999,4956160,44159,2.247762,125.49,30,0.0,362.2288
-0.027707836,61.71,0.004544385,9311.240632534027,0.7820874601602554,4960256,44200,2.249289,116.76,41,0.0,398.9391
-0.0261581,71.76,0.004337872,9318.952184915543,0.8094563037157059,4964352,44240,2.2446527,105.23,40,0.0,286.1627
-0.028622985,72.55,0.004503367,9326.702872991562,0.6902666091918945,4968448,44273,2.2455306,109.72,33,0.0,392.82568
-0.028775675,69.26,0.004490483,9334.319645881653,0.7461645901203156,4972544,44309,2.2439406,116.0,36,0.0,335.86295
-0.028511576,63.29,0.0045270748,9341.77835392952,0.7318802177906036,4976640,44341,2.2438045,122.67,32,0.0,412.92203
-0.029056,52.76,0.0048275823,9349.5531103611,0.7705057114362717,4980736,44376,2.2404857,117.75,35,0.0,425.54187
-0.028625652,48.43,0.0047058105,9357.344779491425,0.7257960140705109,4984832,44411,2.239594,121.28,35,0.0,480.151
-0.026419222,55.94,0.0042861104,9364.95858001709,0.7104886770248413,4988928,44445,2.2402127,117.72,34,0.0,406.99295
-0.02786575,60.26,0.004987585,9372.862183332443,0.7284143567085266,4993024,44482,2.2331223,115.11,37,0.0,436.56363
-0.028827263,66.22,0.0047706235,9381.168130636215,0.7846978008747101,4997120,44515,2.2271864,114.37,33,0.0,368.12314
-0.03114684,67.55,0.005072037,9402.155941724777,0.7780590504407883,5001216,44552,2.2215335,115.12,37,0.0,373.21048
-0.030400993,62.42,0.0050525744,9409.406839370728,0.8367607742547989,5005312,44588,2.2196555,116.94,36,0.0,335.97678
-0.030261103,49.69,0.0051270197,9417.049525499344,0.746358335018158,5009408,44622,2.21678,114.17,34,0.0,469.68613
-0.028476665,43.23,0.0048308657,9424.860301494598,0.8057349026203156,5013504,44656,2.2096033,116.11,34,0.0,360.6745
-0.030634526,46.02,0.0052772104,9432.131019353867,0.7977792918682098,5017600,44689,2.2090144,121.35,33,0.0,342.16052
-0.029150339,63.68,0.004436582,9439.94869351387,0.7967458814382553,5021696,44728,2.2071023,113.89,39,0.0,387.9988
-0.030473894,60.92,0.005419511,9447.97775220871,0.7379479110240936,5025792,44757,2.2065804,120.45,29,0.0,431.69037
-0.02791835,53.48,0.0051397053,9455.399969816208,0.7378478050231934,5029888,44793,2.208533,119.5,36,0.0,421.22876
-0.0274037,57.71,0.0045192456,9462.809651613235,0.7593855708837509,5033984,44831,2.2092454,117.45,38,0.0,404.1353
-0.029355725,58.82,0.004348882,9470.602277994156,0.7770741432905197,5038080,44864,2.2143335,108.22,33,0.0,450.1049
-0.029736012,61.51,0.005277868,9477.712726354599,0.7417672872543335,5042176,44899,2.2162626,117.74,35,0.0,402.48535
-0.027835973,71.86,0.004770695,9485.095059871674,0.7676339745521545,5046272,44936,2.2135415,116.66,37,0.0,334.93497
-0.029890012,79.78,0.0048742876,9493.122213602066,0.6955088675022125,5050368,44971,2.2071023,115.57,35,0.0,447.26532
-0.030893348,76.59,0.004747905,9500.262023448944,0.8203334510326385,5054464,45009,2.2026057,111.35,38,0.0,346.8855
-0.02906197,69.58,0.0044393693,9507.774508476257,0.7618642002344131,5058560,45041,2.1987832,117.61,32,0.0,410.99725
-0.02858743,69.07,0.00459194,9515.757392406464,0.7141863107681274,5062656,45071,2.1950068,122.06,30,0.0,430.07257
-0.026127532,77.48,0.004407844,9522.633153438568,0.779322624206543,5066752,45110,2.195906,120.9,39,0.0,276.64386
-0.028880078,90.22,0.004747904,9529.896081209183,0.7574271112680435,5070848,45146,2.2027047,115.27,36,0.0,403.19696
-0.027131429,87.99,0.004441572,9537.232203245163,0.7286316454410553,5074944,45183,2.1997209,109.56,37,0.0,374.1522
-0.03095701,74.31,0.0049878866,9544.76574087143,0.7285745441913605,5079040,45220,2.1943107,111.67,37,0.0,440.75742
-0.028122917,73.13,0.0045012715,9551.587656974792,0.7724096179008484,5083136,45253,2.1949856,113.8,33,0.0,322.15952
-0.031265594,62.32,0.005165368,9559.071392536163,0.6987661719322205,5087232,45284,2.1913857,120.59,31,0.0,382.8263
-0.030168315,47.24,0.0046965615,9566.90564584732,0.7668554037809372,5091328,45317,2.1898563,126.75,33,0.0,386.60022
-0.029299757,37.49,0.005090933,9574.101777076721,0.7709922790527344,5095424,45352,2.1879885,126.15,35,0.0,385.51242
-0.027957704,40.74,0.0044376664,9581.28071808815,0.8109309524297714,5099520,45388,2.1829739,116.96,36,0.0,372.50354
-0.029262602,48.28,0.004864581,9588.603628396988,0.7498030364513397,5103616,45417,2.1781926,122.68,29,0.0,374.95648
-0.027260335,53.12,0.0047117844,9596.390891075134,0.7764174938201904,5107712,45453,2.174317,121.37,36,0.0,357.72864
-0.029811997,62.31,0.0048236237,9603.823301076889,0.7541949898004532,5111808,45492,2.169786,116.07,39,0.0,440.40842
-0.029201824,57.74,0.004227602,9611.08855843544,0.8162268549203873,5115904,45527,2.168085,114.16,35,0.0,399.49292
-0.029497372,56.98,0.005339632,9618.928349971771,0.7795535176992416,5120000,45563,2.1648862,113.15,36,0.0,380.41812
-0.028989894,47.89,0.0051751705,9626.152063131332,0.7752269059419632,5124096,45596,2.1665342,119.26,33,0.0,402.73706
-0.030336535,64.72,0.0052044736,9633.889752626419,0.7249223589897156,5128192,45627,2.1670702,123.19,31,0.0,401.89157
-0.028915767,64.57,0.0044467784,9641.1332654953,0.800688311457634,5132288,45661,2.1612706,126.01,34,0.0,363.93842
-0.027545476,58.66,0.0042940453,9648.22223329544,0.699191153049469,5136384,45689,2.1607053,132.03,28,0.0,462.9529
-0.027491892,51.36,0.004247905,9655.904767751694,0.7980707436800003,5140480,45725,2.1609342,127.85,36,0.0,375.7735
-0.028871367,57.26,0.005215085,9663.51977300644,0.7324709892272949,5144576,45760,2.1529763,123.89,35,0.0,395.25504
-0.029350473,60.23,0.004939219,9671.191691875458,0.7883142083883286,5148672,45796,2.149453,117.81,36,0.0,382.5426
-0.02859461,62.01,0.004926995,9679.016758203506,0.7842546254396439,5152768,45830,2.145773,117.79,34,0.0,359.72394
-0.026674448,64.6,0.0045593344,9686.605588197708,0.7469601929187775,5156864,45864,2.144301,117.09,34,0.0,358.4729
-0.028041793,72.46,0.004760246,9694.066784858704,0.7256708741188049,5160960,45897,2.1412828,120.16,33,0.0,402.53564
-0.03163886,74.49,0.005282861,9702.312438249588,0.785659670829773,5165056,45930,2.13855,123.12,33,0.0,315.58975
-0.027375752,65.75,0.005001887,9709.511825799942,0.7497071027755737,5169152,45961,2.1357632,128.04,31,0.0,420.61548
-0.02973449,60.37,0.0049984287,9717.445368051529,0.8135067671537399,5173248,45998,2.1397557,121.2,37,0.0,330.09174
-0.031605497,53.69,0.005429556,9725.84714269638,0.7646281570196152,5177344,46030,2.1376414,122.81,32,0.0,417.11307
-0.028953977,57.6,0.004965324,9733.497916698456,0.8396343290805817,5181440,46064,2.135645,118.7,34,0.0,303.32513
