EpLenMean,TimeElapsed,loss_pol_surr,loss_pol_entpen,TimestepsSoFar,ev_tdlam_before,EpRewMean,EpThisIter,loss_kl,EpisodesSoFar,loss_ent,loss_vf_loss
114.8,14461.863214731216,-0.034979377,0.0,4186112,0.7415616810321808,17.07,36,0.008200174,35264,2.0148318,336.5514
111.89,14471.61400771141,-0.035573225,0.0,4190208,0.8123034089803696,2.25,37,0.007358622,35301,2.0140765,384.23615
115.99,14481.451818227768,-0.035194248,0.0,4194304,0.6440033912658691,-4.55,33,0.008623341,35334,2.0116732,596.3531
115.28,14491.500849962234,-0.033468027,0.0,4198400,0.7957939654588699,-3.46,36,0.00818024,35370,2.0051267,323.857
118.46,14608.627016067505,-0.03862624,0.0,4202496,0.7858584821224213,2.06,34,0.009192896,35404,2.0015697,378.57288
121.74,14618.413643360138,-0.03553711,0.0,4206592,0.6736902296543121,14.61,31,0.008160048,35435,1.9974828,436.19974
123.4,14628.70645403862,-0.035476588,0.0,4210688,0.6853650212287903,19.82,35,0.008347032,35470,1.9943391,436.6568
117.36,14639.011337280273,-0.03430832,0.0,4214784,0.7254167795181274,13.58,39,0.0080977725,35509,1.9883595,425.00543
111.12,14648.551235437393,-0.03457941,0.0,4218880,0.7185994386672974,-0.04,35,0.007983174,35544,1.9864041,441.96442
110.22,14658.393389701843,-0.034720164,0.0,4222976,0.7222432792186737,-1.36,37,0.009261347,35581,1.981331,425.849
121.42,14667.818699121475,-0.035381947,0.0,4227072,0.642596036195755,5.89,30,0.008903506,35611,1.9750522,477.0196
115.81,14678.200371265411,-0.030518798,0.0,4231168,0.6575944125652313,29.59,40,0.008655421,35651,1.9769748,456.6843
121.5,14688.645394563675,-0.03469389,0.0,4235264,0.7126912772655487,17.72,31,0.008317426,35682,1.9730854,417.0079
117.18,14698.64312338829,-0.03588998,0.0,4239360,0.6895882189273834,18.7,35,0.009304469,35717,1.9633714,523.74963
120.45,14708.33464217186,-0.035306063,0.0,4243456,0.6107436716556549,22.45,36,0.008431713,35753,1.958742,526.1881
116.36,14718.90688085556,-0.03831573,0.0,4247552,0.7183017432689667,27.58,35,0.009249829,35788,1.9528966,365.26288
118.87,14728.878274202347,-0.03456986,0.0,4251648,0.6568593382835388,27.92,33,0.007572641,35821,1.9505633,525.50574
114.34,14738.240260839462,-0.03343789,0.0,4255744,0.6832048892974854,19.59,39,0.00861063,35860,1.9477849,464.358
110.91,14747.769226312637,-0.033644922,0.0,4259840,0.7630242258310318,1.29,37,0.008133801,35897,1.9437867,376.43488
109.3,14756.730931043625,-0.03645595,0.0,4263936,0.7083849012851715,-5.83,37,0.008576592,35934,1.9338837,433.88272
115.41,14765.417424201965,-0.03432578,0.0,4268032,0.7427800595760345,4.87,33,0.008176845,35967,1.9321884,448.04382
114.4,14774.516870260239,-0.0354501,0.0,4272128,0.7211804687976837,7.23,37,0.009983589,36004,1.9347762,387.86945
123.24,14784.238024234772,-0.039199892,0.0,4276224,0.7047040164470673,-0.61,29,0.009585865,36033,1.9296422,427.01456
118.06,14794.039821147919,-0.034403328,0.0,4280320,0.7421897649765015,0.55,38,0.009236337,36071,1.9280928,405.3374
114.22,14803.502346277237,-0.03437282,0.0,4284416,0.7155114114284515,7.7,39,0.00779133,36110,1.9353199,495.11926
109.18,14813.385417699814,-0.034662027,0.0,4288512,0.7412993013858795,11.14,34,0.008253085,36144,1.9309386,462.00638
115.01,14823.870653867722,-0.038148057,0.0,4292608,0.6480040848255157,19.34,35,0.008827273,36179,1.9292064,470.82367
116.56,14833.607090950012,-0.035743985,0.0,4296704,0.7278893887996674,16.36,36,0.0087780235,36215,1.9211521,415.8369
113.83,14952.847127199173,-0.037909172,0.0,4300800,0.7380709648132324,11.87,36,0.009222771,36251,1.9225154,436.40262
118.1,14962.551955461502,-0.03814883,0.0,4304896,0.728678435087204,9.69,32,0.009292155,36283,1.9221495,451.39
119.38,14972.188678741455,-0.036874395,0.0,4308992,0.6064518988132477,7.88,33,0.008702066,36316,1.9218062,481.06937
125.47,14981.671481370926,-0.035458993,0.0,4313088,0.6820054948329926,1.43,32,0.008105354,36348,1.9189968,451.58923
123.03,14991.327882528305,-0.035181567,0.0,4317184,0.7646389901638031,15.5,35,0.009000394,36383,1.9079422,342.2515
119.79,15001.262712717056,-0.036544044,0.0,4321280,0.6958280205726624,7.66,35,0.009155002,36418,1.9032826,516.56604
119.69,15011.166973352432,-0.037289247,0.0,4325376,0.684319406747818,13.97,33,0.008302772,36451,1.899284,473.5261
122.37,15021.551551580429,-0.03406033,0.0,4329472,0.6735644042491913,11.23,32,0.0076001314,36483,1.8957753,512.5956
125.93,15031.342530488968,-0.033726342,0.0,4333568,0.6383664608001709,28.07,33,0.008918701,36516,1.8914113,414.12512
125.55,15040.746538877487,-0.036782715,0.0,4337664,0.6579998135566711,23.25,32,0.0096409265,36548,1.8877941,484.8612
131.65,15049.951306819916,-0.0359878,0.0,4341760,0.7088263630867004,18.07,29,0.009238116,36577,1.8869094,404.936
131.91,15060.02631020546,-0.036694784,0.0,4345856,0.6571423411369324,20.84,32,0.008303649,36609,1.8825092,454.01303
126.8,15069.858042001724,-0.034811947,0.0,4349952,0.7575155198574066,28.63,37,0.009033838,36646,1.8738534,387.52438
120.6,15079.341317653656,-0.0380747,0.0,4354048,0.7041815221309662,25.61,33,0.008567832,36679,1.8731837,456.60162
119.0,15089.319050073624,-0.037758254,0.0,4358144,0.7561930269002914,5.14,33,0.00964975,36712,1.8741003,349.21954
126.38,15098.79872751236,-0.035408486,0.0,4362240,0.674248993396759,-2.88,31,0.007249247,36743,1.8724976,504.3268
124.35,15108.491425275803,-0.037455894,0.0,4366336,0.7511676847934723,-15.37,34,0.009526113,36777,1.8693756,436.66537
121.84,15119.130621433258,-0.037294246,0.0,4370432,0.7026179432868958,-11.39,35,0.007831205,36812,1.8647231,498.43134
118.87,15128.880622148514,-0.03696778,0.0,4374528,0.717251181602478,-1.93,36,0.009077569,36848,1.8539597,490.25217
115.66,15138.285060167313,-0.03666208,0.0,4378624,0.6250071823596954,11.51,37,0.008688669,36885,1.8443314,502.17767
117.44,15147.817953109741,-0.036657833,0.0,4382720,0.6427803039550781,20.7,31,0.009373772,36916,1.8301244,431.3938
121.16,15157.530551433563,-0.03491138,0.0,4386816,0.6606233417987823,15.62,34,0.007671495,36950,1.8254145,448.70425
121.93,15167.097429513931,-0.036117997,0.0,4390912,0.7124546468257904,29.6,36,0.009286078,36986,1.8272477,485.72443
118.05,15177.195942163467,-0.034590516,0.0,4395008,0.6659400761127472,19.16,35,0.009274209,37021,1.821884,392.798
116.85,15187.007041692734,-0.035541855,0.0,4399104,0.6576413512229919,24.17,34,0.008968753,37055,1.8207835,414.41925
120.75,15307.302337884903,-0.038137294,0.0,4403200,0.7054512798786163,13.65,33,0.0098647885,37088,1.8188096,474.55914
118.69,15317.124302148819,-0.035792455,0.0,4407296,0.7792162150144577,5.87,36,0.008727576,37124,1.8108217,384.75708
121.02,15326.5675842762,-0.03704232,0.0,4411392,0.6429874300956726,5.39,32,0.00901164,37156,1.8109151,489.25143
120.65,15336.333056211472,-0.03575457,0.0,4415488,0.7300746142864227,6.06,33,0.008890585,37189,1.806045,424.14282
125.78,15345.594475746155,-0.033602323,0.0,4419584,0.6746921539306641,14.32,33,0.0074839285,37222,1.8009893,413.05606
121.76,15355.152918338776,-0.038937643,0.0,4423680,0.6853793561458588,-5.1,36,0.008640802,37258,1.8001918,398.37463
119.3,15364.469025373459,-0.039386686,0.0,4427776,0.6937735676765442,-15.74,34,0.00829683,37292,1.8012712,382.34244
120.62,15374.245921611786,-0.03644241,0.0,4431872,0.6553402245044708,-12.36,31,0.010406381,37323,1.8011403,419.26016
126.56,15383.847043037415,-0.03513682,0.0,4435968,0.6929598152637482,4.96,31,0.00831617,37354,1.7988112,459.26022
131.88,15393.506584405899,-0.036509547,0.0,4440064,0.6824380159378052,19.77,30,0.0098263025,37384,1.7999345,490.51758
132.06,15403.117048740387,-0.036440298,0.0,4444160,0.6704117357730865,25.96,35,0.008562775,37419,1.7993846,465.3881
127.16,15412.433312177658,-0.039704252,0.0,4448256,0.619397759437561,24.86,33,0.010427685,37452,1.7971349,519.65704
117.09,15421.948041915894,-0.036147468,0.0,4452352,0.7288307845592499,18.54,37,0.008910274,37489,1.8001329,404.4734
120.78,15430.982064247131,-0.037058584,0.0,4456448,0.6431314647197723,10.4,31,0.009989529,37520,1.8023055,471.0976
118.87,15440.661406517029,-0.036908686,0.0,4460544,0.7334456443786621,14.82,35,0.009553135,37555,1.8020865,343.86386
120.23,15449.595280647278,-0.033800848,0.0,4464640,0.714974969625473,25.77,36,0.00848648,37591,1.7994252,408.76648
112.61,15458.660294294357,-0.03458525,0.0,4468736,0.7633184492588043,29.59,37,0.00836496,37628,1.7946095,384.40924
114.92,15467.696465969086,-0.033820644,0.0,4472832,0.6248589754104614,29.64,33,0.008930253,37661,1.7861083,435.24783
114.72,15477.117206335068,-0.033423923,0.0,4476928,0.7106860876083374,20.53,37,0.009056619,37698,1.7765332,418.473
121.55,15486.177537679672,-0.038410917,0.0,4481024,0.6771908700466156,12.47,31,0.009359844,37729,1.7790202,423.34552
120.57,15495.310158491135,-0.03657372,0.0,4485120,0.703508585691452,13.31,36,0.010080203,37765,1.7718108,513.48505
121.35,15504.793545722961,-0.036510155,0.0,4489216,0.5129586458206177,6.91,34,0.008912285,37799,1.7639253,524.00256
111.89,15514.033362150192,-0.035159,0.0,4493312,0.7116097807884216,2.03,38,0.008874177,37837,1.7643579,441.18063
114.82,15523.62035727501,-0.036149923,0.0,4497408,0.6362774968147278,-7.78,34,0.00847881,37871,1.7564867,499.19608
112.23,15643.501511096954,-0.037321825,0.0,4501504,0.7212172150611877,2.23,39,0.008212414,37910,1.7500819,417.23215
116.93,15653.237397909164,-0.03698304,0.0,4505600,0.6886054873466492,9.92,32,0.00920735,37942,1.745812,487.22455
118.77,15663.211280822754,-0.037553906,0.0,4509696,0.6961137652397156,12.2,32,0.008444273,37974,1.7393095,496.3149
123.07,15672.710560798645,-0.035029862,0.0,4513792,0.7338825464248657,24.41,36,0.010559941,38010,1.7331334,408.8579
120.25,15682.121044397354,-0.03766415,0.0,4517888,0.6853910982608795,12.57,33,0.009465007,38043,1.7288061,442.29196
115.03,15691.32398056984,-0.037074137,0.0,4521984,0.8035677373409271,12.53,37,0.009702158,38080,1.7210616,346.1768
115.05,15700.701817512512,-0.034022678,0.0,4526080,0.7323243916034698,2.08,35,0.008338324,38115,1.7161256,424.43445
113.85,15710.047691583633,-0.036827058,0.0,4530176,0.7951498180627823,-7.88,36,0.009568692,38151,1.7041396,361.24658
114.0,15719.564626455307,-0.03673703,0.0,4534272,0.6841701567173004,-8.96,37,0.009441329,38188,1.695152,394.79587
111.01,15729.169191598892,-0.03820404,0.0,4538368,0.7375856935977936,-9.76,37,0.009592517,38225,1.6932596,463.9951
114.2,15738.282011270523,-0.038873233,0.0,4542464,0.7169879078865051,-7.01,33,0.009368545,38258,1.6920645,422.60577
119.72,15747.614460229874,-0.03803642,0.0,4546560,0.6957287490367889,-7.9,33,0.009914836,38291,1.6867597,408.91052
122.58,15756.827156066895,-0.03670748,0.0,4550656,0.6854461431503296,0.15,35,0.008410359,38326,1.6868951,464.9099
121.72,15766.231892824173,-0.038165294,0.0,4554752,0.7333472371101379,9.65,33,0.008851719,38359,1.6819593,385.72052
120.62,15776.411509990692,-0.034529533,0.0,4558848,0.5974421203136444,11.02,34,0.008962707,38393,1.681059,499.69815
117.76,15786.145929813385,-0.037389454,0.0,4562944,0.6991652846336365,0.96,36,0.009227849,38429,1.678749,435.63068
116.79,15795.66118311882,-0.034406584,0.0,4567040,0.7614594995975494,9.44,35,0.008509407,38464,1.6737596,403.24216
117.31,15804.918285608292,-0.036748394,0.0,4571136,0.7236117422580719,3.77,33,0.009371286,38497,1.6728842,354.86694
124.56,15814.413259029388,-0.04055092,0.0,4575232,0.6372407376766205,4.37,30,0.011710879,38527,1.6649574,424.74368
125.95,15823.909324884415,-0.039058074,0.0,4579328,0.7310241758823395,-7.67,34,0.008626701,38561,1.6695322,460.35968
126.11,15833.492463350296,-0.036918722,0.0,4583424,0.7056925892829895,-19.18,33,0.009723101,38594,1.6716214,404.8307
120.52,15842.958904981613,-0.034521367,0.0,4587520,0.7371716797351837,-21.97,35,0.007615546,38629,1.66127,454.3679
124.7,15852.469260931015,-0.03708005,0.0,4591616,0.697270542383194,-12.72,31,0.008891591,38660,1.6514891,475.95175
117.3,15861.669534683228,-0.038034614,0.0,4595712,0.7167880535125732,12.46,39,0.008536015,38699,1.6428605,476.21796
120.39,15871.059490203857,-0.034820862,0.0,4599808,0.5569111406803131,23.03,32,0.0086368,38731,1.6378782,592.86084
121.64,15990.590469360352,-0.0344035,0.0,4603904,0.5900294184684753,21.96,30,0.009503542,38761,1.6298295,476.837
129.78,15999.782330751419,-0.03764486,0.0,4608000,0.6839336454868317,13.64,31,0.009903433,38792,1.6289062,416.21768
129.54,16009.091320037842,-0.03725305,0.0,4612096,0.7010603249073029,10.75,34,0.009367401,38826,1.6290823,455.74744
127.02,16019.179107666016,-0.037985276,0.0,4616192,0.5780236124992371,6.85,32,0.009835794,38858,1.6226559,461.00763
119.64,16028.705380916595,-0.033948064,0.0,4620288,0.7102522253990173,10.37,36,0.008441093,38894,1.6270066,416.33878
123.41,16037.466258764267,-0.036403205,0.0,4624384,0.6574353277683258,0.28,32,0.010429893,38926,1.620987,481.36478
121.96,16046.036361694336,-0.040048156,0.0,4628480,0.6859197616577148,3.12,32,0.009830728,38958,1.6168842,449.8583
127.33,16055.028364419937,-0.036569063,0.0,4632576,0.6542825102806091,5.74,32,0.009268561,38990,1.6156694,494.7491
125.58,16064.458010911942,-0.03939631,0.0,4636672,0.6406038999557495,9.77,33,0.010467248,39023,1.6146399,474.85147
126.49,16073.353244543076,-0.03600559,0.0,4640768,0.7038043141365051,16.2,32,0.00840592,39055,1.612486,359.1487
122.93,16083.030573606491,-0.03708547,0.0,4644864,0.5756736695766449,12.5,35,0.00952764,39090,1.6081468,542.0571
122.8,16092.360163927078,-0.03810623,0.0,4648960,0.6831692159175873,22.05,33,0.009409176,39123,1.6065998,406.4971
118.73,16101.718144416809,-0.036335405,0.0,4653056,0.7216702699661255,15.67,35,0.009840777,39158,1.6072623,397.20407
122.69,16111.230904102325,-0.038204502,0.0,4657152,0.6963476240634918,11.98,32,0.010773755,39190,1.601374,419.62924
122.02,16119.823232889175,-0.037361383,0.0,4661248,0.7351825535297394,7.98,34,0.00938512,39224,1.5938281,465.20044
121.37,16128.813978672028,-0.037432075,0.0,4665344,0.6806364953517914,6.76,35,0.007390575,39259,1.5946714,487.77545
118.86,16138.469984769821,-0.03816404,0.0,4669440,0.7658182382583618,2.71,34,0.009066571,39293,1.5934882,413.35928
122.98,16148.404405355453,-0.037936367,0.0,4673536,0.6444490849971771,10.95,30,0.009442038,39323,1.5843049,449.57358
119.58,16158.330927848816,-0.037589435,0.0,4677632,0.7272859513759613,11.29,39,0.009313482,39362,1.5858941,379.63864
117.83,16167.805871486664,-0.037230622,0.0,4681728,0.7548172026872635,12.91,35,0.009122233,39397,1.5821307,394.90964
116.56,16177.045284986496,-0.038311552,0.0,4685824,0.7138984501361847,4.4,32,0.008773692,39429,1.580286,433.41064
125.61,16186.536023378372,-0.038684066,0.0,4689920,0.6484157145023346,6.57,29,0.010488129,39458,1.5732363,442.04718
127.75,16195.690356254578,-0.03929177,0.0,4694016,0.7104292809963226,22.14,36,0.010503663,39494,1.5668719,346.0703
121.98,16204.725601434708,-0.035389688,0.0,4698112,0.7358708083629608,21.5,36,0.007892347,39530,1.566988,348.20197
115.96,16325.493271112442,-0.040484574,0.0,4702208,0.7221374213695526,23.26,34,0.010427054,39564,1.5664654,458.60773
119.9,16335.055782318115,-0.03780862,0.0,4706304,0.7314588725566864,0.55,32,0.00920189,39596,1.5639248,495.45874
125.27,16344.739023447037,-0.040271983,0.0,4710400,0.6928781270980835,-5.14,32,0.00945558,39628,1.5560994,499.35577
126.65,16354.246581554413,-0.04408379,0.0,4714496,0.7967220842838287,-13.45,33,0.011368089,39661,1.5566278,351.28055
124.96,16363.988426923752,-0.03857282,0.0,4718592,0.7761618793010712,-0.15,34,0.010032702,39695,1.551565,424.0733
119.51,16373.664979457855,-0.040305533,0.0,4722688,0.7211624979972839,4.39,34,0.008831043,39729,1.5436704,432.05203
118.14,16383.065014600754,-0.036906753,0.0,4726784,0.6987387835979462,7.4,36,0.009639097,39765,1.5415517,539.9748
113.72,16392.367788553238,-0.040655524,0.0,4730880,0.7377546429634094,15.72,36,0.009995628,39801,1.539657,442.2427
116.36,16401.376635313034,-0.03429487,0.0,4734976,0.7187752723693848,5.16,35,0.009445784,39836,1.536712,477.87457
117.0,16410.335092544556,-0.03716563,0.0,4739072,0.6197760701179504,15.05,34,0.008436326,39870,1.5390453,539.7068
120.66,16419.482661485672,-0.03930027,0.0,4743168,0.6622874140739441,13.5,34,0.010202421,39904,1.536665,471.2559
123.42,16428.66929745674,-0.035289977,0.0,4747264,0.6958629786968231,17.2,31,0.009463706,39935,1.5251924,443.50638
124.3,16437.88277387619,-0.035859443,0.0,4751360,0.7853837609291077,5.78,34,0.007965649,39969,1.5182514,368.04376
125.02,16446.354712486267,-0.038630154,0.0,4755456,0.694550633430481,9.03,33,0.009829234,40002,1.5142999,479.24075
119.93,16455.305059432983,-0.03786743,0.0,4759552,0.7281671166419983,16.04,36,0.008062312,40038,1.50564,432.9836
117.66,16464.230652809143,-0.036978286,0.0,4763648,0.7279666662216187,23.83,35,0.008267319,40073,1.5074487,485.93677
117.72,16473.19685292244,-0.033057023,0.0,4767744,0.6299592554569244,26.64,34,0.009210198,40107,1.4997178,467.26764
117.83,16482.731481075287,-0.038583178,0.0,4771840,0.8400507867336273,13.65,35,0.009137611,40142,1.49009,326.11026
122.76,16491.17375779152,-0.03871829,0.0,4775936,0.7603958249092102,15.14,31,0.008935209,40173,1.4805089,413.71637
124.21,16500.715570688248,-0.03698057,0.0,4780032,0.7372470498085022,2.72,33,0.010707489,40206,1.4698339,397.7347
124.9,16510.322053194046,-0.0378867,0.0,4784128,0.7063086330890656,6.31,34,0.009206991,40240,1.4609629,476.28485
122.37,16519.791615009308,-0.03974773,0.0,4788224,0.711563229560852,9.61,33,0.01077569,40273,1.4501803,417.43695
123.37,16529.188330888748,-0.03419914,0.0,4792320,0.6369447410106659,6.91,33,0.0089290235,40306,1.4443182,573.1975
120.99,16538.351774454117,-0.035666704,0.0,4796416,0.7008170187473297,9.38,35,0.008211571,40341,1.4415185,472.27173
121.96,16659.35407924652,-0.037486095,0.0,4800512,0.727488249540329,-0.22,33,0.009645463,40374,1.4351889,488.86264
122.55,16668.963795900345,-0.03884117,0.0,4804608,0.6293183863162994,-8.35,32,0.0097401,40406,1.4233118,489.82016
124.54,16678.82538151741,-0.04103847,0.0,4808704,0.7377208173274994,-17.86,34,0.009692024,40440,1.4164274,405.6108
122.4,16688.43671131134,-0.038795475,0.0,4812800,0.7729103565216064,-16.48,34,0.010340585,40474,1.4126891,347.384
123.4,16698.274072647095,-0.03742411,0.0,4816896,0.5866141319274902,0.05,31,0.009272431,40505,1.4148405,566.4482
123.25,16707.286447286606,-0.03768176,0.0,4820992,0.6545949578285217,18.21,34,0.009452703,40539,1.4105295,486.71817
126.04,16715.90794467926,-0.037619334,0.0,4825088,0.6964133381843567,20.75,32,0.009519184,40571,1.4005072,442.0385
122.95,16725.223695516586,-0.039854966,0.0,4829184,0.6982264220714569,12.76,34,0.011083337,40605,1.3952491,464.1054
122.31,16734.72109436989,-0.03778712,0.0,4833280,0.7545389235019684,2.44,35,0.009182699,40640,1.3896182,445.72482
119.47,16744.143313407898,-0.038641147,0.0,4837376,0.727494478225708,-7.1,34,0.009779584,40674,1.3896263,480.23648
119.76,16753.77547311783,-0.038219117,0.0,4841472,0.8103585988283157,7.23,34,0.010445769,40708,1.3835227,357.58063
116.55,16763.069259643555,-0.03916828,0.0,4845568,0.7263847291469574,8.99,36,0.010141821,40744,1.3784178,477.78018
120.99,16772.611991882324,-0.043614246,0.0,4849664,0.761533796787262,9.49,31,0.0108193,40775,1.3782351,413.42984
119.49,16782.489413499832,-0.035619948,0.0,4853760,0.818458691239357,3.03,35,0.010058779,40810,1.3722208,336.06177
122.02,16792.003450393677,-0.036807526,0.0,4857856,0.6732139587402344,10.86,34,0.009147439,40844,1.3630726,467.99774
118.03,16801.594008922577,-0.03858892,0.0,4861952,0.6590687036514282,7.28,35,0.01134576,40879,1.3584664,425.10883
122.14,16810.91658449173,-0.03934996,0.0,4866048,0.6204557120800018,6.8,33,0.010032011,40912,1.3549187,457.94888
123.06,16819.69323658943,-0.038536422,0.0,4870144,0.5887631475925446,3.84,32,0.010054338,40944,1.3482382,448.95886
124.58,16828.5503013134,-0.03960742,0.0,4874240,0.7010709345340729,16.68,34,0.009906329,40978,1.3434017,395.51447
125.11,16837.632071971893,-0.038250405,0.0,4878336,0.6894534230232239,23.82,32,0.010202176,41010,1.3395795,452.26
123.42,16846.91481924057,-0.04061698,0.0,4882432,0.7574630528688431,13.94,33,0.010072439,41043,1.3367544,442.4841
124.0,16856.54148721695,-0.040213007,0.0,4886528,0.7214519381523132,-0.87,33,0.010555293,41076,1.3389893,401.43555
122.44,16866.2735683918,-0.036919404,0.0,4890624,0.60415318608284,-5.77,34,0.009153388,41110,1.3331763,557.58887
119.18,16875.390237808228,-0.03734544,0.0,4894720,0.7760660648345947,4.66,36,0.008434702,41146,1.3329114,435.81665
120.57,16884.72024154663,-0.04264545,0.0,4898816,0.7066653668880463,1.29,33,0.010461761,41179,1.3343503,444.1678
117.59,17009.26288819313,-0.038520247,0.0,4902912,0.7183447480201721,11.94,35,0.009818807,41214,1.3243248,405.4132
118.89,17018.380597114563,-0.038775053,0.0,4907008,0.7577028870582581,9.56,36,0.009521128,41250,1.3192853,436.04095
117.21,17027.16465306282,-0.03918376,0.0,4911104,0.6063818335533142,14.87,33,0.009155325,41283,1.3182976,490.61758
123.37,17036.65204024315,-0.040398806,0.0,4915200,0.7511318475008011,9.26,31,0.010264192,41314,1.3150607,352.19897
131.68,17045.990114688873,-0.038517103,0.0,4919296,0.7030793726444244,21.32,30,0.010490863,41344,1.3125659,421.52045
131.71,17055.203018903732,-0.037713997,0.0,4923392,0.6147953867912292,21.67,31,0.010228575,41375,1.3106921,513.03674
133.81,17064.57683491707,-0.037124954,0.0,4927488,0.6707922220230103,23.68,30,0.010587172,41405,1.3052291,417.4287
131.66,17073.79057574272,-0.040507007,0.0,4931584,0.7150686681270599,14.47,32,0.010067253,41437,1.2986151,434.44052
125.87,17082.70090198517,-0.035978656,0.0,4935680,0.7692010402679443,5.75,36,0.008450582,41473,1.3002443,394.97614
124.6,17091.921534776688,-0.041084543,0.0,4939776,0.6686243414878845,8.87,31,0.010074241,41504,1.2977781,405.36304
124.9,17101.251373529434,-0.040547922,0.0,4943872,0.557802677154541,12.55,32,0.009688721,41536,1.299278,515.5923
128.52,17111.00314450264,-0.036624685,0.0,4947968,0.7255410254001617,10.24,31,0.009249616,41567,1.3005211,401.95538
124.47,17120.912677764893,-0.035252936,0.0,4952064,0.7499562799930573,6.99,35,0.008472498,41602,1.2985535,442.30276
116.67,17130.860728740692,-0.03722924,0.0,4956160,0.7319463491439819,6.48,36,0.010439881,41638,1.2898796,468.6103
112.26,17139.992630004883,-0.03941244,0.0,4960256,0.7543911635875702,3.74,38,0.009734699,41676,1.2794951,391.0777
115.3,17149.585105895996,-0.038929477,0.0,4964352,0.736836314201355,0.39,33,0.010038741,41709,1.2715807,427.64127
120.57,17159.099065065384,-0.040345974,0.0,4968448,0.7209858298301697,8.11,31,0.010519673,41740,1.2632347,403.6564
122.24,17168.48114156723,-0.03453903,0.0,4972544,0.7185006141662598,13.95,37,0.008729627,41777,1.2561083,487.87613
125.59,17177.821978330612,-0.039507166,0.0,4976640,0.7314884066581726,13.48,29,0.01145234,41806,1.2561042,400.36435
122.99,17186.584228515625,-0.03869381,0.0,4980736,0.7501995414495468,13.17,34,0.009086965,41840,1.2535146,481.79175
125.38,17195.727207660675,-0.03899116,0.0,4984832,0.7467481791973114,2.98,31,0.009796325,41871,1.2561262,406.4245
124.99,17204.70318031311,-0.035799667,0.0,4988928,0.7166168391704559,4.83,34,0.010408724,41905,1.2479249,424.74945
125.52,17214.10041975975,-0.0394444,0.0,4993024,0.7193000614643097,4.73,33,0.009982657,41938,1.2351463,486.7477
125.84,17223.629392147064,-0.036937058,0.0,4997120,0.6899738609790802,4.72,33,0.009880062,41971,1.2310052,506.92905
128.14,17343.51899600029,-0.041500766,0.0,5001216,0.6662402451038361,6.57,30,0.009571151,42001,1.2287437,419.9539
131.6,17352.6702337265,-0.040096175,0.0,5005312,0.5899979174137115,3.9,30,0.011681924,42031,1.224357,541.4433
133.6,17361.815915346146,-0.040173262,0.0,5009408,0.7258885502815247,9.89,33,0.011252741,42064,1.2146761,400.70566
129.84,17371.346739768982,-0.03494627,0.0,5013504,0.6797764301300049,6.48,33,0.010191422,42097,1.2139939,430.79956
126.05,17380.52770256996,-0.039426077,0.0,5017600,0.653104692697525,7.6,32,0.010525027,42129,1.211154,439.2633
130.11,17390.03835439682,-0.04321161,0.0,5021696,0.7122239768505096,2.5,30,0.010101688,42159,1.2067573,442.24844
129.37,17399.304772615433,-0.037915286,0.0,5025792,0.5655766725540161,9.23,33,0.009609893,42192,1.2031602,480.05396
129.2,17408.698655843735,-0.040814895,0.0,5029888,0.701119989156723,12.82,32,0.010125879,42224,1.2025217,447.1198
124.76,17417.824739217758,-0.03957034,0.0,5033984,0.6181841492652893,20.88,33,0.012678459,42257,1.190888,470.37177
125.97,17427.04581308365,-0.040810533,0.0,5038080,0.6261662840843201,-4.38,32,0.012293074,42289,1.1827384,472.9914
124.61,17435.971225500107,-0.04031903,0.0,5042176,0.6876710653305054,-1.27,33,0.009365959,42322,1.1818206,429.94168
128.28,17445.265788793564,-0.04220395,0.0,5046272,0.6046790182590485,2.85,31,0.012072084,42353,1.1790468,459.53656
129.03,17454.77902007103,-0.04172752,0.0,5050368,0.7551600635051727,17.9,31,0.010224252,42384,1.1738279,333.47162
128.65,17464.256440639496,-0.03724541,0.0,5054464,0.7159591913223267,15.37,34,0.0092590805,42418,1.1703522,435.08807
121.67,17473.280339241028,-0.03724588,0.0,5058560,0.7503575533628464,11.61,36,0.01095569,42454,1.1664351,364.30743
117.69,17481.942875623703,-0.03858776,0.0,5062656,0.7505975961685181,13.83,34,0.008662572,42488,1.1631361,447.05008
115.07,17490.62415099144,-0.041212432,0.0,5066752,0.571646124124527,13.3,34,0.010720801,42522,1.1609114,460.96024
121.99,17499.828018665314,-0.03693423,0.0,5070848,0.6271374821662903,3.25,31,0.011871664,42553,1.1630241,491.37683
121.99,17509.309282779694,-0.037784953,0.0,5074944,0.7561224699020386,1.54,36,0.010601724,42589,1.1648864,347.58398
124.78,17518.74949669838,-0.04106772,0.0,5079040,0.7617252916097641,-3.76,33,0.010210111,42622,1.1606491,388.19836
120.95,17527.819044351578,-0.039975792,0.0,5083136,0.7260567247867584,19.63,33,0.010048502,42655,1.1495141,416.74625
125.74,17537.019409656525,-0.040209565,0.0,5087232,0.6539441049098969,4.93,31,0.010151805,42686,1.1527941,400.23993
128.67,17546.22498345375,-0.040744096,0.0,5091328,0.695713073015213,20.44,30,0.011153804,42716,1.1505629,418.51666
130.95,17554.77532839775,-0.042966064,0.0,5095424,0.6427529752254486,12.07,33,0.011894127,42749,1.1519097,453.4771
128.71,17563.24152469635,-0.03754565,0.0,5099520,0.7358039319515228,21.09,32,0.009868643,42781,1.1487172,415.05676
