EpLenMean,TimeElapsed,loss_pol_surr,loss_pol_entpen,TimestepsSoFar,ev_tdlam_before,EpRewMean,EpThisIter,loss_kl,EpisodesSoFar,loss_ent,loss_vf_loss
114.72,7490.143996477127,-0.024159847,0.0,2166784,0.6922452747821808,25.05,35,0.005206327,17765,3.9154215,406.7257
113.66,7499.649140834808,-0.023789907,0.0,2170880,0.6914562880992889,24.2,35,0.005788213,17800,3.9091196,445.0134
118.71,7509.264984130859,-0.025407799,0.0,2174976,0.7081735730171204,21.15,33,0.005654466,17833,3.9044027,368.48682
122.08,7519.360472202301,-0.026513154,0.0,2179072,0.6771768629550934,7.84,33,0.005444063,17866,3.901214,501.50806
122.39,7529.032499790192,-0.025946643,0.0,2183168,0.7496658265590668,1.64,35,0.006177354,17901,3.8938596,406.07477
111.69,7538.58352637291,-0.026488421,0.0,2187264,0.6572681665420532,0.52,41,0.0053301607,17942,3.8987722,454.52417
108.27,7547.942722082138,-0.023257865,0.0,2191360,0.7344509065151215,7.04,37,0.0052580177,17979,3.8955393,440.84348
107.38,7557.598047733307,-0.02738065,0.0,2195456,0.6677751839160919,2.68,38,0.00653788,18017,3.8921633,431.28625
110.71,7566.998928785324,-0.023132082,0.0,2199552,0.6804742217063904,6.81,37,0.0052918834,18054,3.8935738,452.26666
108.87,7681.460684299469,-0.02498504,0.0,2203648,0.7267643213272095,5.93,37,0.0054144054,18091,3.889163,408.6556
119.36,7690.514865875244,-0.026394537,0.0,2207744,0.6603133678436279,14.13,30,0.0063235266,18121,3.8868074,447.5243
121.44,7700.382018327713,-0.02627403,0.0,2211840,0.6966551542282104,10.24,34,0.005492949,18155,3.8851473,450.9563
118.05,7709.807281732559,-0.027451845,0.0,2215936,0.6842235922813416,9.89,39,0.005666251,18194,3.8879397,377.66373
114.35,7719.451535224915,-0.022062875,0.0,2220032,0.6685262024402618,-3.98,34,0.0050632535,18228,3.8843653,449.8713
113.71,7729.628106355667,-0.026127268,0.0,2224128,0.6680070757865906,3.77,34,0.0056914478,18262,3.8858798,473.18613
118.61,7739.401636838913,-0.024576955,0.0,2228224,0.7012276649475098,3.59,35,0.005623451,18297,3.8832977,407.56076
115.5,7748.631644964218,-0.02625663,0.0,2232320,0.6943897902965546,6.86,37,0.006319399,18334,3.8809805,459.15906
116.89,7758.058937072754,-0.028023837,0.0,2236416,0.7071510255336761,3.97,33,0.006280284,18367,3.8778412,455.89456
115.95,7767.616918802261,-0.024487866,0.0,2240512,0.7325243353843689,-1.11,37,0.0058204182,18404,3.876117,405.27478
116.1,7776.910417795181,-0.023186048,0.0,2244608,0.6674523949623108,11.98,37,0.0059846495,18441,3.8669894,535.1978
118.67,7786.768876552582,-0.029025579,0.0,2248704,0.6777870655059814,10.86,31,0.006519278,18472,3.8646848,408.47995
122.47,7796.374467849731,-0.02476731,0.0,2252800,0.6909779608249664,13.73,32,0.0048120185,18504,3.866089,391.6872
123.14,7805.9392421245575,-0.023350876,0.0,2256896,0.6540611088275909,12.11,37,0.005875046,18541,3.8629618,512.6532
119.33,7815.015694141388,-0.023463069,0.0,2260992,0.7318151593208313,2.34,34,0.0057958965,18575,3.8525999,371.70947
116.34,7824.64044880867,-0.026184713,0.0,2265088,0.7451103329658508,2.13,37,0.004959291,18612,3.850189,442.15057
118.22,7833.549931526184,-0.027825905,0.0,2269184,0.7054238617420197,3.02,31,0.0069152713,18643,3.84264,444.20898
121.21,7842.973079919815,-0.024448767,0.0,2273280,0.6271679401397705,10.03,34,0.0052372855,18677,3.8438566,522.6421
122.57,7852.836483240128,-0.026904866,0.0,2277376,0.6748141646385193,10.31,34,0.0067539294,18711,3.8421905,432.83215
117.02,7862.521025896072,-0.026634675,0.0,2281472,0.6157299876213074,1.63,37,0.00660545,18748,3.8335268,503.39334
114.11,7872.253380775452,-0.028242577,0.0,2285568,0.7007451951503754,15.99,36,0.005781288,18784,3.8316467,379.493
115.67,7881.681521892548,-0.027688274,0.0,2289664,0.6282494068145752,16.22,33,0.0064518326,18817,3.8296359,526.1762
121.47,7891.288225412369,-0.025219534,0.0,2293760,0.7214236557483673,22.6,32,0.006113354,18849,3.8287845,363.4767
121.41,7900.565393924713,-0.024603674,0.0,2297856,0.6897633075714111,21.88,36,0.005405275,18885,3.827343,439.20618
116.88,8020.551871299744,-0.027522305,0.0,2301952,0.6216972768306732,15.54,36,0.006653773,18921,3.8237925,535.89307
117.62,8030.1965675354,-0.026379257,0.0,2306048,0.7342740297317505,10.2,32,0.0057022036,18953,3.8250153,394.71594
123.11,8040.124222993851,-0.025901912,0.0,2310144,0.6679866313934326,5.49,32,0.006340496,18985,3.8211362,469.9273
123.6,8049.779392719269,-0.025860779,0.0,2314240,0.7473351955413818,3.94,36,0.005211694,19021,3.8158567,413.36264
117.19,8059.249755382538,-0.024966069,0.0,2318336,0.7392147481441498,5.45,36,0.0057015074,19057,3.8209994,455.67676
115.49,8069.595167636871,-0.025507107,0.0,2322432,0.6672169268131256,17.62,36,0.0055578514,19093,3.8177948,493.0436
115.33,8079.026948451996,-0.02435146,0.0,2326528,0.6715952455997467,21.25,35,0.0055449097,19128,3.8051598,455.5541
114.69,8088.605364561081,-0.02775277,0.0,2330624,0.7786865085363388,18.57,36,0.0063529476,19164,3.8060722,400.3391
118.71,8098.292249679565,-0.026371535,0.0,2334720,0.617744654417038,15.73,32,0.00614228,19196,3.7941895,496.31964
124.19,8108.020955324173,-0.029269265,0.0,2338816,0.6821277737617493,20.98,31,0.0070738154,19227,3.7951698,475.42743
124.34,8117.596939325333,-0.02835355,0.0,2342912,0.7526090443134308,13.96,36,0.0059728897,19263,3.7978516,395.11954
120.62,8127.114585638046,-0.02489138,0.0,2347008,0.6649866104125977,13.95,35,0.0053546852,19298,3.7925882,460.21613
118.95,8137.099835634232,-0.026054977,0.0,2351104,0.6562099158763885,3.49,33,0.006287749,19331,3.7788043,503.95233
119.14,8146.442476034164,-0.024794491,0.0,2355200,0.6544625163078308,1.85,35,0.005764441,19366,3.7694669,422.68823
115.18,8155.866471529007,-0.025970679,0.0,2359296,0.7843143939971924,15.49,38,0.0062189274,19404,3.7584574,370.4123
114.74,8165.3074333667755,-0.024656774,0.0,2363392,0.6838274896144867,27.1,35,0.005424908,19439,3.7561197,506.92456
112.21,8174.562271595001,-0.02617472,0.0,2367488,0.7602300643920898,19.2,37,0.0071604857,19476,3.753811,374.1676
118.84,8183.937901735306,-0.027455062,0.0,2371584,0.7509840279817581,16.11,31,0.0065249708,19507,3.754123,390.84103
117.37,8193.654484510422,-0.025791844,0.0,2375680,0.6712171137332916,7.99,36,0.006123745,19543,3.7552798,432.98715
120.6,8203.201038599014,-0.024874285,0.0,2379776,0.6055963635444641,20.97,35,0.0060096732,19578,3.7502015,568.625
115.29,8213.057339191437,-0.023566786,0.0,2383872,0.6798023879528046,5.95,35,0.005053106,19613,3.7487304,515.4902
115.88,8222.897692680359,-0.026798507,0.0,2387968,0.6646754443645477,4.59,36,0.00561119,19649,3.7415469,477.75162
119.38,8232.809388160706,-0.027051171,0.0,2392064,0.6998729705810547,8.5,32,0.005619906,19681,3.734802,465.85898
117.11,8242.7177567482,-0.025510767,0.0,2396160,0.7245469987392426,5.68,37,0.0066137086,19718,3.7318451,447.4096
115.58,8364.187885284424,-0.025421869,0.0,2400256,0.7306003868579865,5.85,37,0.0065917727,19755,3.7265656,491.81595
110.45,8374.07852101326,-0.024134785,0.0,2404352,0.7148846983909607,17.68,37,0.0061590807,19792,3.7212057,483.28763
114.48,8383.655194044113,-0.026584959,0.0,2408448,0.6486758589744568,17.81,34,0.0049576056,19826,3.7171445,463.39682
117.4,8393.599299907684,-0.025371324,0.0,2412544,0.7521177530288696,9.09,35,0.0052988967,19861,3.705795,419.81952
120.08,8402.956283807755,-0.02893419,0.0,2416640,0.7120414078235626,2.8,35,0.006812538,19896,3.7012672,482.183
113.95,8412.408901691437,-0.024073616,0.0,2420736,0.6017683744430542,4.98,37,0.0056871893,19933,3.697529,475.785
115.2,8421.348433494568,-0.026278067,0.0,2424832,0.6386904418468475,15.16,35,0.0060810596,19968,3.6949148,500.83502
111.56,8430.067414283752,-0.024209818,0.0,2428928,0.6663276851177216,9.51,38,0.005749698,20006,3.693572,438.10953
115.26,8438.836272716522,-0.02575189,0.0,2433024,0.6114861071109772,10.77,33,0.0067351647,20039,3.6899529,526.0389
119.22,8448.196439266205,-0.027409667,0.0,2437120,0.6913976669311523,-0.6,32,0.00611002,20071,3.693791,423.24414
120.01,8458.298213720322,-0.027252292,0.0,2441216,0.7845004349946976,-0.37,37,0.006752223,20108,3.6910403,342.04886
115.44,8467.81781053543,-0.028692167,0.0,2445312,0.6736301183700562,-6.22,38,0.0060732216,20146,3.688328,388.15518
113.94,8477.272284507751,-0.025728313,0.0,2449408,0.6916226446628571,0.34,33,0.005652744,20179,3.6899295,472.58432
116.81,8486.671181201935,-0.025614873,0.0,2453504,0.7129015326499939,-2.11,34,0.006489315,20213,3.6874998,393.28635
114.67,8496.091967582703,-0.024926594,0.0,2457600,0.7310396730899811,1.07,41,0.004812331,20254,3.684358,417.1453
112.07,8505.580112695694,-0.022396052,0.0,2461696,0.6218262314796448,0.02,34,0.004825771,20288,3.679413,509.92856
111.07,8515.16177368164,-0.027276367,0.0,2465792,0.7353371977806091,1.23,36,0.006633801,20324,3.6831503,400.69754
122.63,8524.879114151001,-0.027214995,0.0,2469888,0.672057718038559,1.51,30,0.0060265767,20354,3.6772306,467.27872
117.3,8534.715819835663,-0.026961561,0.0,2473984,0.6847189664840698,9.03,39,0.0064295176,20393,3.6666832,396.88986
121.3,8544.189633607864,-0.0247546,0.0,2478080,0.788092315196991,-10.03,31,0.005320492,20424,3.666508,389.3511
117.34,8553.62687420845,-0.025325708,0.0,2482176,0.7338322103023529,-13.63,36,0.005247651,20460,3.668453,395.55368
121.12,8562.939642906189,-0.026256658,0.0,2486272,0.7307267785072327,-8.64,34,0.0051758606,20494,3.6702688,429.9382
121.66,8572.983702421188,-0.0265256,0.0,2490368,0.7034043073654175,-2.62,31,0.0056228475,20525,3.6609647,448.27518
119.55,8582.692341566086,-0.02669688,0.0,2494464,0.646265983581543,13.95,37,0.006586903,20562,3.6584818,464.11786
116.16,8592.33253622055,-0.028164987,0.0,2498560,0.780575230717659,11.94,38,0.005873224,20600,3.6513975,356.19702
112.04,8708.194038391113,-0.027329942,0.0,2502656,0.716574639081955,5.31,35,0.0063695526,20635,3.6451151,493.53146
116.16,8717.960718631744,-0.02529797,0.0,2506752,0.6639291048049927,-16.12,34,0.006357719,20669,3.6320505,545.27637
120.08,8727.137499809265,-0.02631974,0.0,2510848,0.6344261169433594,-5.69,32,0.0054136305,20701,3.6296353,465.35492
123.73,8736.584140777588,-0.026698915,0.0,2514944,0.7240393757820129,-12.4,32,0.006286434,20733,3.6214902,435.78183
114.72,8746.088158845901,-0.02474123,0.0,2519040,0.671077698469162,-6.98,40,0.005497979,20773,3.6138155,500.75244
109.39,8755.648481845856,-0.025504177,0.0,2523136,0.6235471963882446,-9.42,37,0.0059595057,20810,3.6083035,513.4371
111.7,8764.799241065979,-0.02552291,0.0,2527232,0.7165319323539734,-13.69,34,0.0053971577,20844,3.607899,431.73648
116.72,8773.761048316956,-0.026790129,0.0,2531328,0.7202786505222321,-6.05,34,0.0058352435,20878,3.6029391,405.3636
122.72,8783.31851363182,-0.027122403,0.0,2535424,0.7294003665447235,3.96,32,0.004574417,20910,3.599216,455.5266
124.85,8792.687531471252,-0.027241718,0.0,2539520,0.7425886988639832,0.12,32,0.0069987536,20942,3.5989726,376.00607
123.55,8802.33872961998,-0.027096588,0.0,2543616,0.7369336783885956,-8.86,35,0.0053123333,20977,3.5885313,409.80902
122.87,8812.019813299179,-0.025595035,0.0,2547712,0.6399070918560028,5.4,33,0.0061865286,21010,3.5885348,503.3457
122.62,8821.87528681755,-0.0267123,0.0,2551808,0.6989982724189758,9.7,33,0.0056554056,21043,3.5864675,483.56357
119.29,8831.344548940659,-0.026215766,0.0,2555904,0.6828452050685883,19.23,37,0.007871388,21080,3.5783505,366.658
116.62,8841.02643251419,-0.024778437,0.0,2560000,0.6947964429855347,-7.52,36,0.006748989,21116,3.5749776,419.84143
113.59,8850.572993278503,-0.029975487,0.0,2564096,0.7669730931520462,-7.29,34,0.0060384846,21150,3.5624392,344.61746
117.65,8860.58150100708,-0.024238402,0.0,2568192,0.6635810434818268,-4.65,35,0.006091075,21185,3.558262,483.28146
117.92,8870.31349992752,-0.026584273,0.0,2572288,0.7080055475234985,-1.97,35,0.005668819,21220,3.5586202,467.90527
114.58,8880.248104333878,-0.024366794,0.0,2576384,0.7160437107086182,-0.26,36,0.0058751553,21256,3.559921,444.13864
112.01,8889.789149999619,-0.027134584,0.0,2580480,0.7530093193054199,-8.25,39,0.0055866344,21295,3.5574155,394.21506
113.24,8899.51409125328,-0.026279943,0.0,2584576,0.7225748300552368,-1.77,33,0.0062441165,21328,3.5576172,477.621
115.82,8908.617768287659,-0.02792896,0.0,2588672,0.7106113135814667,5.08,34,0.0059898184,21362,3.555237,428.44577
120.87,8918.177181482315,-0.0254905,0.0,2592768,0.7594679445028305,14.03,35,0.0052362345,21397,3.5515287,367.20697
117.69,8927.693571805954,-0.025831932,0.0,2596864,0.6989179253578186,15.38,36,0.0057077673,21433,3.5504873,441.8997
116.63,9054.697554826736,-0.026951948,0.0,2600960,0.6600787341594696,17.09,34,0.0054550543,21467,3.5427704,490.08096
116.75,9064.375571966171,-0.027920464,0.0,2605056,0.7381306290626526,12.22,35,0.006634693,21502,3.5427897,393.38342
115.15,9074.596963644028,-0.027102944,0.0,2609152,0.6726858615875244,3.6,36,0.006236741,21538,3.5372732,399.39996
108.42,9084.274255514145,-0.02762245,0.0,2613248,0.8037573248147964,-8.79,40,0.006495778,21578,3.5292966,326.1149
112.44,9094.30318236351,-0.029133273,0.0,2617344,0.7240467667579651,-4.96,35,0.0062428443,21613,3.5232282,432.5034
115.18,9104.194195270538,-0.029351052,0.0,2621440,0.6701952815055847,3.51,31,0.0060423343,21644,3.5125086,444.1915
119.09,9113.880681037903,-0.027188275,0.0,2625536,0.6991889476776123,20.41,36,0.0057074805,21680,3.5144465,475.9967
119.5,9123.43223643303,-0.02799714,0.0,2629632,0.7109683156013489,16.63,36,0.0064142956,21716,3.5069919,463.34268
112.96,9132.716735601425,-0.027057549,0.0,2633728,0.7781234383583069,5.42,37,0.006723241,21753,3.5044596,417.4114
110.38,9141.624252796173,-0.027749743,0.0,2637824,0.8120122849941254,-0.27,38,0.006326084,21791,3.4936023,350.7753
113.44,9150.879903793335,-0.025056276,0.0,2641920,0.732399582862854,9.05,34,0.0064638876,21825,3.487018,401.42487
116.71,9160.422934055328,-0.027491383,0.0,2646016,0.5504894852638245,24.68,35,0.0065418915,21860,3.4824939,608.9897
111.41,9170.237160682678,-0.028126944,0.0,2650112,0.6900900602340698,21.49,40,0.006630761,21900,3.4690661,441.92142
113.68,9180.010671138763,-0.026962465,0.0,2654208,0.6673911213874817,14.15,34,0.006044402,21934,3.4720037,504.39014
116.02,9189.536066055298,-0.028538343,0.0,2658304,0.6931892335414886,-0.16,34,0.0070312354,21968,3.4696612,427.21927
115.46,9198.195299863815,-0.02815086,0.0,2662400,0.7215735614299774,-2.02,38,0.00638085,22006,3.471649,455.03983
115.36,9206.873072624207,-0.024931638,0.0,2666496,0.6949900984764099,-3.3,35,0.006339186,22041,3.4626048,560.30725
116.16,9216.55920290947,-0.030600563,0.0,2670592,0.7186518907546997,15.6,33,0.0072170747,22074,3.4611707,456.15768
118.36,9226.760997772217,-0.026514336,0.0,2674688,0.6731001138687134,24.96,36,0.004444103,22110,3.4577374,565.9236
117.06,9237.331752300262,-0.028314665,0.0,2678784,0.7291373610496521,30.07,35,0.006830375,22145,3.455964,454.8515
115.73,9247.489125013351,-0.027340703,0.0,2682880,0.7081900238990784,28.88,35,0.0073323883,22180,3.4548647,455.94714
119.19,9257.069313526154,-0.025871791,0.0,2686976,0.6483713984489441,15.46,34,0.0055154776,22214,3.460191,514.00507
120.09,9266.611408472061,-0.029421248,0.0,2691072,0.6308782398700714,8.64,33,0.006343497,22247,3.450928,493.69946
122.27,9276.930610179901,-0.025609097,0.0,2695168,0.6151993274688721,-11.93,33,0.0060893856,22280,3.4492068,591.04
123.49,9287.095915555954,-0.027566804,0.0,2699264,0.7149416506290436,-16.46,33,0.005646002,22313,3.4445004,437.7736
118.9,9407.829519748688,-0.026359953,0.0,2703360,0.7772756963968277,-16.24,38,0.006316165,22351,3.4474347,404.52386
118.63,9417.312881708145,-0.0272562,0.0,2707456,0.6432641744613647,4.0,32,0.005226127,22383,3.4424405,517.23596
117.81,9426.65613245964,-0.027575562,0.0,2711552,0.7361258864402771,1.74,34,0.006817732,22417,3.4400058,407.57773
124.92,9436.690084457397,-0.02879477,0.0,2715648,0.7418378293514252,-3.38,32,0.0061957873,22449,3.4336438,416.8863
121.15,9445.989391326904,-0.025323983,0.0,2719744,0.7048361897468567,-28.94,35,0.006308106,22484,3.4354541,486.26538
114.29,9455.196660041809,-0.027329287,0.0,2723840,0.7211069166660309,-22.98,40,0.0074297357,22524,3.429382,447.6999
108.58,9465.025538444519,-0.029990133,0.0,2727936,0.7729206830263138,-4.24,37,0.0075523295,22561,3.4264972,345.99808
113.71,9474.733765125275,-0.025857503,0.0,2732032,0.6878758668899536,5.67,32,0.0058135157,22593,3.427094,499.86475
120.85,9484.875250577927,-0.029054139,0.0,2736128,0.7151806354522705,15.17,34,0.006401443,22627,3.4233708,436.02582
124.58,9494.851109981537,-0.028187493,0.0,2740224,0.725934773683548,8.49,31,0.0066770837,22658,3.412434,464.29608
123.79,9504.731879711151,-0.028142,0.0,2744320,0.6260890662670135,13.5,34,0.006043445,22692,3.4091449,416.52966
122.55,9514.470964431763,-0.025020974,0.0,2748416,0.7098468840122223,13.32,35,0.005482015,22727,3.4068189,462.54904
118.78,9524.019993782043,-0.02612322,0.0,2752512,0.7057439386844635,16.45,34,0.005490979,22761,3.4023547,511.3075
118.14,9533.65511727333,-0.027674716,0.0,2756608,0.7038956582546234,9.15,34,0.006621631,22795,3.402516,448.66837
117.17,9543.300601959229,-0.02736232,0.0,2760704,0.6089788973331451,18.45,36,0.0071290345,22831,3.3983004,554.9419
114.54,9552.064774274826,-0.028021405,0.0,2764800,0.7440317571163177,15.88,37,0.006392209,22868,3.3995814,432.3165
114.95,9561.253145933151,-0.026763268,0.0,2768896,0.6685501635074615,8.52,34,0.0066513387,22902,3.3995023,556.8481
116.37,9570.00023317337,-0.027157066,0.0,2772992,0.6168274879455566,15.08,34,0.006161907,22936,3.3928387,531.7397
119.98,9580.156386852264,-0.02744525,0.0,2777088,0.7133576273918152,10.73,35,0.0061562913,22971,3.3896518,503.92828
120.65,9589.827472925186,-0.028097723,0.0,2781184,0.6163459122180939,19.52,33,0.0067986995,23004,3.385148,579.23785
114.9,9599.73056435585,-0.026810529,0.0,2785280,0.7029885649681091,12.16,38,0.0061875363,23042,3.3825376,419.30173
111.04,9609.602440357208,-0.029904438,0.0,2789376,0.7645645290613174,16.59,39,0.007230853,23081,3.3735003,434.19836
109.21,9619.288625001907,-0.02689055,0.0,2793472,0.7409490048885345,6.74,35,0.0061700884,23116,3.3699489,412.5532
107.85,9628.793521642685,-0.026944244,0.0,2797568,0.7466441988945007,5.46,40,0.006507682,23156,3.377461,414.99414
113.95,9745.131484746933,-0.027867585,0.0,2801664,0.6779174506664276,3.85,31,0.00641689,23187,3.3676336,474.4765
116.59,9754.846077919006,-0.026357524,0.0,2805760,0.7333041727542877,11.79,34,0.006243527,23221,3.358745,425.43427
119.09,9764.084769248962,-0.024613343,0.0,2809856,0.6793519258499146,10.19,39,0.005996002,23260,3.359462,339.17215
110.43,9773.92265510559,-0.027158469,0.0,2813952,0.7829655706882477,10.09,37,0.005398393,23297,3.3532975,436.355
108.64,9783.451588630676,-0.027041605,0.0,2818048,0.6296653747558594,5.68,36,0.00602601,23333,3.347214,512.2129
112.14,9792.586511850357,-0.027656354,0.0,2822144,0.7165507674217224,12.41,35,0.006170628,23368,3.3477175,518.1682
116.46,9802.32553768158,-0.02534189,0.0,2826240,0.5794713497161865,7.29,34,0.005163564,23402,3.3445623,584.51685
116.82,9811.418620824814,-0.023558442,0.0,2830336,0.7070610821247101,6.74,37,0.0051759854,23439,3.3376348,475.11847
115.06,9821.066026210785,-0.03012453,0.0,2834432,0.7306447625160217,10.88,36,0.0060907584,23475,3.3316686,397.92984
119.74,9830.775109291077,-0.026991885,0.0,2838528,0.5466767251491547,13.6,29,0.0058001014,23504,3.3287623,604.81384
122.1,9840.531960487366,-0.026855852,0.0,2842624,0.5618150532245636,23.4,36,0.0051338756,23540,3.3289638,474.4776
118.97,9849.71914601326,-0.027291883,0.0,2846720,0.7006775140762329,23.39,37,0.005699902,23577,3.3282883,434.12454
112.29,9859.153007030487,-0.028422054,0.0,2850816,0.7354456782341003,13.17,36,0.006611013,23613,3.3235521,442.4837
111.45,9868.172018051147,-0.027523968,0.0,2854912,0.714758574962616,7.39,38,0.0066274093,23651,3.3172772,428.5145
115.88,9876.870147705078,-0.027011301,0.0,2859008,0.6520287990570068,-1.39,34,0.0053593386,23685,3.3078763,443.35275
117.45,9886.648224592209,-0.029497925,0.0,2863104,0.6392993330955505,14.02,33,0.0065654493,23718,3.305867,416.80637
123.2,9895.500432729721,-0.028827583,0.0,2867200,0.7446379661560059,9.08,33,0.006428471,23751,3.2985685,436.78247
119.81,9904.296247720718,-0.027733084,0.0,2871296,0.6228358745574951,33.01,36,0.005393181,23787,3.2859952,406.15854
114.55,9914.024827718735,-0.026221052,0.0,2875392,0.660210371017456,20.02,37,0.0062610786,23824,3.2880697,444.3176
115.24,9924.981346845627,-0.026820322,0.0,2879488,0.6881265342235565,6.79,34,0.0064911516,23858,3.2871656,431.345
112.7,9934.643842935562,-0.02764146,0.0,2883584,0.7701588124036789,-6.09,36,0.0051890602,23894,3.2912738,444.05997
119.26,9944.037380933762,-0.027370298,0.0,2887680,0.6376831233501434,-2.99,33,0.0058542555,23927,3.288331,481.3002
118.0,9953.765449762344,-0.026023312,0.0,2891776,0.7284528613090515,13.38,36,0.005022249,23963,3.279515,444.00208
118.7,9963.509474515915,-0.028568879,0.0,2895872,0.7286008298397064,16.21,35,0.0057930723,23998,3.2773633,426.83743
111.34,9973.364346265793,-0.031222899,0.0,2899968,0.7203302085399628,19.97,38,0.00832432,24036,3.2804217,416.8176
113.05,10092.107498407364,-0.031166911,0.0,2904064,0.7913761734962463,14.63,36,0.0075799483,24072,3.2789767,431.45627
109.99,10101.904183864594,-0.026869668,0.0,2908160,0.7200199663639069,7.18,39,0.0061315335,24111,3.2746136,458.9927
109.99,10111.824149131775,-0.026150554,0.0,2912256,0.8378498256206512,11.39,38,0.0058710426,24149,3.2730298,348.80573
109.79,10121.536363363266,-0.02944604,0.0,2916352,0.7241117656230927,9.13,35,0.0066853547,24184,3.2748554,403.5878
115.68,10131.137591838837,-0.026769597,0.0,2920448,0.6756616234779358,-1.64,34,0.005591275,24218,3.268666,485.77716
114.63,10140.682160139084,-0.02716237,0.0,2924544,0.6618017852306366,-8.21,39,0.0067102322,24257,3.2612717,549.8875
114.84,10150.20896100998,-0.029954635,0.0,2928640,0.7170828580856323,-7.98,33,0.006621303,24290,3.264693,481.38123
111.89,10160.089241743088,-0.029113207,0.0,2932736,0.7357965111732483,8.67,38,0.0071384422,24328,3.262269,439.3278
111.65,10169.99793457985,-0.029043455,0.0,2936832,0.7452852725982666,2.33,37,0.0070034536,24365,3.2576754,423.8245
113.76,10179.389359235764,-0.02628535,0.0,2940928,0.7226366996765137,-0.68,35,0.006419699,24400,3.2552536,493.24042
118.58,10189.297797203064,-0.030998865,0.0,2945024,0.680338591337204,-0.37,32,0.006905338,24432,3.2537887,392.56238
116.85,10198.816242218018,-0.028544364,0.0,2949120,0.6647639870643616,11.76,38,0.006809201,24470,3.2498944,566.9106
117.23,10208.074551582336,-0.029529242,0.0,2953216,0.6790949702262878,15.66,36,0.006054653,24506,3.2515109,456.2758
112.21,10217.161221027374,-0.027733268,0.0,2957312,0.6666372418403625,2.68,37,0.006143588,24543,3.2524521,405.85013
109.17,10227.014655590057,-0.02829919,0.0,2961408,0.7782106399536133,-4.97,37,0.0055802017,24580,3.2555192,383.24734
111.39,10237.087204694748,-0.033546157,0.0,2965504,0.7352822422981262,-14.63,38,0.0066730017,24618,3.2449949,387.64215
109.32,10246.676311254501,-0.028511586,0.0,2969600,0.649239718914032,-12.5,36,0.0068136794,24654,3.2414997,481.101
114.13,10256.239266872406,-0.027138367,0.0,2973696,0.6455031931400299,-7.79,35,0.006232752,24689,3.2470706,430.99118
111.72,10265.195334672928,-0.028196368,0.0,2977792,0.7035156786441803,-7.0,38,0.0069343494,24727,3.2433884,517.7607
113.15,10274.79183125496,-0.027394772,0.0,2981888,0.6985633671283722,0.54,34,0.006523146,24761,3.2360837,476.54654
112.99,10284.45600271225,-0.028955279,0.0,2985984,0.7319976687431335,4.79,38,0.0051308237,24799,3.2315485,453.27957
108.93,10294.34064245224,-0.027779754,0.0,2990080,0.7469376921653748,21.5,38,0.006569169,24837,3.2301896,431.7068
109.31,10303.909833192825,-0.028819133,0.0,2994176,0.7132898569107056,12.24,36,0.005963862,24873,3.224579,418.1556
113.82,10313.590919971466,-0.02668979,0.0,2998272,0.6762041449546814,13.67,33,0.0059144865,24906,3.2270052,454.4989
112.34,10426.479863882065,-0.028850364,0.0,3002368,0.7468780875205994,8.33,39,0.006229118,24945,3.2251022,385.64603
110.78,10436.048377275467,-0.027874265,0.0,3006464,0.7827615588903427,11.63,37,0.0058593345,24982,3.2235153,438.8758
113.75,10445.711704015732,-0.028622873,0.0,3010560,0.5258234739303589,14.38,32,0.006007185,25014,3.216121,595.15985
119.8,10455.195450782776,-0.026477018,0.0,3014656,0.6366201043128967,17.25,33,0.0065014125,25047,3.2118695,465.71582
118.09,10464.22562122345,-0.026270542,0.0,3018752,0.6496857106685638,20.14,38,0.005308579,25085,3.210583,449.79507
115.88,10473.133061170578,-0.02761987,0.0,3022848,0.6492902338504791,19.75,35,0.0071742716,25120,3.2085257,509.37888
106.26,10482.454856157303,-0.028956287,0.0,3026944,0.7107847630977631,16.52,42,0.007001334,25162,3.2075462,362.21964
102.08,10491.996778964996,-0.028727403,0.0,3031040,0.7182640433311462,10.46,40,0.0066968603,25202,3.198991,461.48517
107.32,10502.893478393555,-0.032377515,0.0,3035136,0.5817315876483917,8.71,33,0.007517396,25235,3.1992946,501.51584
115.85,10513.03428030014,-0.027959203,0.0,3039232,0.7688556760549545,-0.93,34,0.005815605,25269,3.192978,414.71646
117.52,10523.568058252335,-0.03127567,0.0,3043328,0.6229935884475708,13.59,37,0.0065999688,25306,3.187313,465.41074
113.81,10533.576397418976,-0.029006109,0.0,3047424,0.7942338734865189,15.17,37,0.0064098835,25343,3.1791184,389.51196
112.91,10543.29038977623,-0.029935159,0.0,3051520,0.6602575182914734,18.56,35,0.0071702506,25378,3.179459,422.9698
117.13,10553.178134441376,-0.028510388,0.0,3055616,0.7049762308597565,14.58,33,0.0064936066,25411,3.1708488,499.26532
121.96,10563.473113059998,-0.029479947,0.0,3059712,0.701481431722641,17.9,33,0.006452832,25444,3.1689103,409.70963
121.55,10574.037063598633,-0.03022825,0.0,3063808,0.7557636052370071,22.31,36,0.0063944757,25480,3.1675413,463.2815
117.73,10583.839411020279,-0.030576201,0.0,3067904,0.7306613326072693,28.27,35,0.0061447746,25515,3.165619,380.03323
116.02,10593.207282304764,-0.029390926,0.0,3072000,0.6556801795959473,22.18,35,0.0068944283,25550,3.1638782,454.87292
